prodcode,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader
64204,16761021,Sildenafil 100mg tablets (A A H Pharmaceuticals Ltd),Sildenafil citrate,100mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
11673,79447020,Caverject Dual Chamber 20microgram powder and solvent for solution for injection (Pfizer Ltd),Alprostadil,20microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
64194,18759020,Stud 100 Desensitizing Spray for Men (Pound International Ltd),Lidocaine hydrochloride,96mg/1gram,Spray,Cutaneous,7040500,Drugs For Erectile Dysfunction
18773,75525020,Prowess capsules (Harley Street Supplies Ltd),Methyltestosterone/pemoline/yohimbine Hydrochloride,,Capsules,Oral,7040500,Drugs For Erectile Dysfunction
48761,7263020,Viridal Duo Continuation Pack 20microgram powder and solvent for solution for injection cartridges (UCB Pharma Ltd),Alprostadil,20microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
62352,16758021,Sildenafil 100mg tablets (Pfizer Ltd),Sildenafil citrate,100mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
60847,26656021,Vitaros 3mg/g cream (Takeda UK Ltd),,,,,7040500,Drugs For Erectile Dysfunction
51015,29132020,Viridal Duo Starter Pack 40microgram powder and solvent for solution for injection cartridges with device (UCB Pharma Ltd),Alprostadil,40microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
27259,79120020,Papaverine 60mg/1ml hydrochloride,Papaverine Hydrochloride,60mg/1ml,Injection,Intracavernosal Injection,7040500,Drugs For Erectile Dysfunction
15965,85615020,Viridal duo 40microgram Injection (UCB Pharma Ltd),Alprostadil,40microgram,Injection,Intracavernosal Injection,7040500,Drugs For Erectile Dysfunction
57411,17133021,Sildenafil 50mg chewable tablets sugar free,,,,,7040500,Drugs For Erectile Dysfunction
9527,86523020,Alprostadil 125microgram urethral sticks,Alprostadil,125microgram,Stick,Urethral,7040500,Drugs For Erectile Dysfunction
5066,86525020,Alprostadil 500microgram urethral sticks,Alprostadil,500microgram,Stick,Urethral,7040500,Drugs For Erectile Dysfunction
11141,77384020,Alprostadil 10micrograms injection,Alprostadil,10micrograms,Injection,Intracavernosal Injection,7040500,Drugs For Erectile Dysfunction
39138,93996020,Papaverine 60mg/2ml solution for injection ampoules,Papaverine Hydrochloride,60mg/2ml,Injection,Intracavernosal Injection,7040500,Drugs For Erectile Dysfunction
12617,83411020,Viridal 20microgram Injection (Schwarz Pharma Ltd),Alprostadil,20microgram,Injection,Intracavernosal Injection,7040500,Drugs For Erectile Dysfunction
51169,7262020,Alprostadil 20microgram powder and solvent for solution for injection cartridges,Alprostadil,20microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
5794,86529020,Muse 125microgram urethral sticks (Meda Pharmaceuticals Ltd),Alprostadil,125microgram,Stick,Urethral,7040500,Drugs For Erectile Dysfunction
24871,85799020,Moxisylyte hcl 10mg/ml injection,Moxisylyte Hydrochloride,10mg/ml,Injection,,7040500,Drugs For Erectile Dysfunction
704,83558020,Sildenafil 25mg tablets,Sildenafil citrate,25mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
2847,75566020,Caverject 5microgram powder and solvent for solution for injection vials (Pfizer Ltd),Alprostadil,5microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
48762,7261020,Viridal Duo Continuation Pack 10microgram powder and solvent for solution for injection cartridges (UCB Pharma Ltd),Alprostadil,10microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
26061,79119020,Papaverine 40mg/1ml hydrochloride,Papaverine Hydrochloride,40mg/ml,Injection,Intracavernosal Injection,7040500,Drugs For Erectile Dysfunction
6214,86152020,Vardenafil 10mg tablets,Vardenafil hydrochloride trihydrate,10mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
5928,79446020,Caverject Dual Chamber 10microgram powder and solvent for solution for injection (Pfizer Ltd),Alprostadil,10microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
23635,83413020,Viridal 5microgram Injection (Schwarz Pharma Ltd),Alprostadil,5microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
31362,86788020,Papaverine sulphate 40mg/ml injection,Papaverine Hydrochloride,40mg/ml,Injection,,7040500,Drugs For Erectile Dysfunction
57453,29130020,Viridal Duo Starter Pack 20microgram powder and solvent for solution for injection cartridges with device (UCB Pharma Ltd),,,,,7040500,Drugs For Erectile Dysfunction
57432,29129020,Alprostadil 20microgram powder and solvent for solution for injection cartridges with device,,,,,7040500,Drugs For Erectile Dysfunction
14860,80553020,Levitra 5mg tablets (Bayer Plc),Vardenafil hydrochloride trihydrate,5mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
63179,14895020,Phentolamine 1mg/0.35ml / Aviptadil 25micrograms/0.35ml solution for injection ampoules,Aviptadil/Phentolamine mesilate,71.43microgram/1ml + 2.86mg/1ml,Solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
6203,86150020,Vardenafil 5mg tablets,Vardenafil hydrochloride trihydrate,5mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
1452,79489020,Viagra 25mg tablets (Pfizer Ltd),Sildenafil citrate,25mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
51068,7267020,Alprostadil 40microgram powder and solvent for solution for injection vials,Alprostadil,40microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
49322,13516020,Viridal Duo Continuation Pack 40microgram powder and solvent for solution for injection cartridges (UCB Pharma Ltd),Alprostadil,40microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
6777,80415020,Levitra 20mg tablets (Bayer Plc),Vardenafil hydrochloride trihydrate,20mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
7204,85614020,Viridal duo 20microgram Injection (UCB Pharma Ltd),Alprostadil,20microgram,Injection,Intracavernosal Injection,7040500,Drugs For Erectile Dysfunction
50912,18757020,Lidocaine 9.6% spray,Lidocaine hydrochloride,96mg/1gram,Spray,Cutaneous,7040500,Drugs For Erectile Dysfunction
25749,85806020,Erecnos 20mg/ml Injection (Fournier Pharmaceuticals Ltd),Moxisylyte Hydrochloride,20mg/ml,Injection,,7040500,Drugs For Erectile Dysfunction
28026,86792020,Papaverine 25mg/1ml hydrochloride,Papaverine Hydrochloride,25mg/1ml,Injection,Intracavernosal Injection,7040500,Drugs For Erectile Dysfunction
45776,99618020,Vardenafil 10mg orodispersible tablets sugar free,Vardenafil Hydrochloride,10mg,Orodispersible Tablet,Oral,7040500,Drugs For Erectile Dysfunction
1611,86533020,Muse 1000microgram urethral sticks (Meda Pharmaceuticals Ltd),Alprostadil,1mg,Stick,Urethral,7040500,Drugs For Erectile Dysfunction
50728,7253020,Alprostadil 10microgram powder and solvent for solution for injection vials,Alprostadil,10microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
554,83559020,Sildenafil 50mg tablets,Sildenafil citrate,50mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
1732,79491020,Viagra 100mg tablets (Pfizer Ltd),Sildenafil citrate,100mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
28518,79118020,Papaverine 30mg/1ml hydrochloride,Papaverine Hydrochloride,30mg/ml,Injection,Intracavernosal Injection,7040500,Drugs For Erectile Dysfunction
50735,13515020,Alprostadil 40microgram powder and solvent for solution for injection cartridges,Alprostadil,40microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
58615,29127020,Alprostadil 10microgram powder and solvent for solution for injection cartridges with device,Alprostadil,10microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
5702,75565020,Caverject 10microgram powder and solvent for solution for injection vials (Pfizer Ltd),Alprostadil,10microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
2270,75564020,Caverject 20microgram powder and solvent for solution for injection vials (Pfizer Ltd),Alprostadil,20microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
62622,16759021,Sildenafil 100mg tablets (Actavis UK Ltd),Sildenafil citrate,100mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
24872,85805020,Erecnos 10mg/ml Injection (Fournier Pharmaceuticals Ltd),Moxisylyte Hydrochloride,10mg/ml,Injection,,7040500,Drugs For Erectile Dysfunction
62049,39914020,Papaverine 30mg/1ml solution for injection ampoules,Papaverine hydrochloride,30mg/1ml,Solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
1456,79490020,Viagra 50mg tablets (Pfizer Ltd),Sildenafil citrate,50mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
62715,16753021,Sildenafil 50mg tablets (Actavis UK Ltd),Sildenafil citrate,50mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
62844,16752021,Sildenafil 50mg tablets (Pfizer Ltd),Sildenafil citrate,50mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
52369,10637020,Levitra 10mg tablets (Sigma Pharmaceuticals Plc),Vardenafil hydrochloride trihydrate,10mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
48939,13508020,Alprostadil 10microgram powder and solvent for solution for injection pre-filled disposable devices,Alprostadil,10microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
1257,83560020,Sildenafil 100mg tablets,Sildenafil citrate,100mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
7028,81145020,Yohimbine 5mg tablets,Yohimbine hydrochloride,5mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
15119,75571020,Alprostadil 5microgram powder and solvent for solution for injection vials,Alprostadil,5microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
6457,85760020,Levitra 10mg tablets (Bayer Plc),Vardenafil hydrochloride trihydrate,10mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
38201,93994020,Papaverine 30mg/1ml hydrochloride,Papaverine Hydrochloride,30mg/1ml,Injection,Intracavernosal Injection,7040500,Drugs For Erectile Dysfunction
18766,75528020,Yohimbine with pemoline & methyl testosterone,Yohimbine Hydrochloride/Methyltestosterone/Pemoline,5mg + 10mg + 5mg,Capsules,Oral,7040500,Drugs For Erectile Dysfunction
10850,73045020,Papaverine 30mg injection,Papaverine Hydrochloride,30mg,Injection,,7040500,Drugs For Erectile Dysfunction
9531,86524020,Alprostadil 250microgram urethral sticks,Alprostadil,250microgram,Stick,Urethral,7040500,Drugs For Erectile Dysfunction
61931,24131021,Spedra 200mg tablets (A. Menarini Farmaceutica Internazionale SRL),Avanafil,200mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
6133,85978020,Caverject 40microgram powder and solvent for solution for injection vials (Pfizer Ltd),Alprostadil,40microgram,Powder and solvent for solution for injection,Intracavernous,7040500,Drugs For Erectile Dysfunction
61297,24128021,Avanafil 100mg tablets,Avanafil,100mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
24044,85800020,Moxisylyte hcl 20mg/ml injection,Moxisylyte Hydrochloride,20mg/ml,Injection,,7040500,Drugs For Erectile Dysfunction
61184,16757021,Sildenafil 100mg tablets (Teva UK Ltd),Sildenafil citrate,100mg,Tablet,Oral,7040500,Drugs For Erectile Dysfunction
50233,10563020,Cialis 10mg tablets (Sigma Pharmaceuticals Plc),Tadalafil,10mg,Tablet,Oral,7040501,Phosphodiesterase Type-5 Inhibitors
794,77369020,Tadalafil 10mg tablets,Tadalafil,10mg,Tablet,Oral,7040501,Phosphodiesterase Type-5 Inhibitors
39243,96341020,Cialis 2.5mg tablets (Eli Lilly and Company Ltd),Tadalafil,2.5mg,Tablet,Oral,7040501,Phosphodiesterase Type-5 Inhibitors
39096,96339020,Tadalafil 5mg tablets,Tadalafil,5mg,Tablet,Oral,7040501,Phosphodiesterase Type-5 Inhibitors
49347,10569020,Cialis 20mg tablets (Mawdsley-Brooks & Company Ltd),Tadalafil,20mg,Tablet,Oral,7040501,Phosphodiesterase Type-5 Inhibitors
39285,96343020,Cialis 5mg tablets (Eli Lilly and Company Ltd),Tadalafil,5mg,Tablet,Oral,7040501,Phosphodiesterase Type-5 Inhibitors
63611,11023020,Cialis 5mg tablets (Mawdsley-Brooks & Company Ltd),Tadalafil,5mg,Tablet,Oral,7040501,Phosphodiesterase Type-5 Inhibitors
6015,84309020,Cialis 10mg tablets (Eli Lilly and Company Ltd),Tadalafil,10mg,Tablet,Oral,7040501,Phosphodiesterase Type-5 Inhibitors
48764,10570020,Cialis 20mg tablets (Necessity Supplies Ltd),Tadalafil,20mg,Tablet,Oral,7040501,Phosphodiesterase Type-5 Inhibitors
39289,96337020,Tadalafil 2.5mg tablets,Tadalafil,2.5mg,Tablets,Oral,7040501,Phosphodiesterase Type-5 Inhibitors
6148,84311020,Cialis 20mg tablets (Eli Lilly and Company Ltd),Tadalafil,20mg,Tablet,Oral,7040501,Phosphodiesterase Type-5 Inhibitors
