prodcode,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader
53908,66652020,Simvastatin 10mg tablets (Dexcel-Pharma Ltd),Simvastatin,10mg,Tablet,Oral,2120400,Statins
1219,73784020,Pravastatin 40mg tablets,Pravastatin sodium,40mg,Tablet,Oral,2120400,Statins
45219,65967020,Simvastatin 40mg tablets (Kent Pharmaceuticals Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
3411,83953020,Lipitor 10mg tablets (Pfizer Ltd),Atorvastatin calcium trihydrate,10mg,Tablet,Oral,2120400,Statins
45235,66205020,Simvastatin 20mg tablets (Sandoz Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
51483,2511020,Simvastatin 20mg tablets (Aurobindo Pharma Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
50754,38510020,Simvastatin 20mg tablets (Medreich Plc),Simvastatin,20mg,Tablet,Oral,2120400,Statins
48078,65932020,Simvastatin 10mg tablets (Actavis UK Ltd),Simvastatin,10mg,Tablet,Oral,2120400,Statins
54655,2494020,Simvastatin 10mg tablets (Accord Healthcare Ltd),Simvastatin,10mg,Tablet,Oral,2120400,Statins
47988,68735020,Pravastatin 40mg tablets (Mylan Ltd),Pravastatin sodium,40mg,Tablet,Oral,2120400,Statins
50483,2514020,Simvastatin 40mg tablets (Relonchem Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
58315,47200020,Simvastatin 20mg tablets (Waymade Healthcare Plc),Simvastatin,20mg,Tablet,Oral,2120400,Statins
802,87029020,Simvador 40mg tablets (Discovery Pharmaceuticals),Simvastatin,40mg,Tablet,Oral,2120400,Statins
54992,35413020,Atorvastatin 10mg/5ml oral suspension,,,,,2120400,Statins
58834,2603020,Atorvastatin 10mg tablets (DE Pharmaceuticals),Atorvastatin calcium trihydrate,10mg,Tablet,Oral,2120400,Statins
5985,79882020,Lescol XL 80mg tablets (Novartis Pharmaceuticals UK Ltd),Fluvastatin sodium,80mg,Modified-release tablet,Oral,2120400,Statins
50236,41912020,Atorvastatin 10mg tablets (Zentiva),Atorvastatin calcium trihydrate,10mg,Tablet,Oral,2120400,Statins
57329,36882020,Simvastatin 25mg/5ml oral suspension,,,,,2120400,Statins
52397,43826020,Atorvastatin 40mg tablets (Dr Reddy's Laboratories (UK) Ltd),Atorvastatin calcium trihydrate,40mg,Tablet,Oral,2120400,Statins
53676,66326020,Simvastatin 20mg tablets (Tillomed Laboratories Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
48058,69800020,Simvastatin 10mg tablets (Ranbaxy (UK) Ltd),Simvastatin,10mg,Tablet,Oral,2120400,Statins
56146,47203020,Pravastatin 10mg tablets (Waymade Healthcare Plc),Pravastatin sodium,10mg,Tablet,Oral,2120400,Statins
22579,76460020,Zocor 80mg tablets (Merck Sharp & Dohme Ltd),Simvastatin,80mg,Tablet,Oral,2120400,Statins
58742,41889020,Atorvastatin 80mg tablets (Arrow Generics Ltd),Atorvastatin calcium trihydrate,80mg,Tablet,Oral,2120400,Statins
2955,83955020,Lipitor 40mg tablets (Pfizer Ltd),Atorvastatin calcium trihydrate,40mg,Tablet,Oral,2120400,Statins
61155,78014020,Simvastatin 40mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),Simvastatin,8mg/1ml,Oral suspension,Oral,2120400,Statins
44878,88014020,Ranzolont 10mg tablets (Ranbaxy (UK) Ltd),Simvastatin,10mg,Tablet,Oral,2120400,Statins
56182,41891020,Atorvastatin 80mg tablets (Zentiva),Atorvastatin calcium trihydrate,80mg,Tablet,Oral,2120400,Statins
34353,66045020,Simvastatin 40mg tablets (Mylan Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
34316,65879020,Simvastatin 20mg tablets (Teva UK Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
62476,47031020,Atorvastatin 80mg tablets (Almus Pharmaceuticals Ltd),Atorvastatin calcium trihydrate,80mg,Tablet,Oral,2120400,Statins
64968,53343021,Simvastatin 10mg tablets (DE Pharmaceuticals),Simvastatin,10mg,Tablet,Oral,2120400,Statins
53087,2502020,Simvastatin 20mg tablets (Somex Pharma),Simvastatin,20mg,Tablet,Oral,2120400,Statins
75,83944020,Atorvastatin 20mg tablets,Atorvastatin calcium trihydrate,20mg,Tablet,Oral,2120400,Statins
54535,42166020,Atorvastatin 10mg tablets (Pfizer Ltd),Atorvastatin calcium trihydrate,10mg,Tablet,Oral,2120400,Statins
51676,38515020,Pravastatin 40mg tablets (Medreich Plc),Pravastatin sodium,40mg,Tablet,Oral,2120400,Statins
60989,14765021,Atorvastatin 80mg tablets (Phoenix Healthcare Distribution Ltd),Atorvastatin calcium trihydrate,80mg,Tablet,Oral,2120400,Statins
55444,41907020,Atorvastatin 40mg tablets (Zentiva),Atorvastatin calcium trihydrate,40mg,Tablet,Oral,2120400,Statins
6213,80350020,Rosuvastatin 20mg tablets,Rosuvastatin calcium,20mg,Tablet,Oral,2120400,Statins
1223,73789020,Lipostat 40mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Pravastatin sodium,40mg,Tablet,Oral,2120400,Statins
1221,73787020,Lipostat 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Pravastatin sodium,10mg,Tablet,Oral,2120400,Statins
59508,2554020,Pravastatin 20mg tablets (Accord Healthcare Ltd),Pravastatin sodium,20mg,Tablet,Oral,2120400,Statins
50670,2524020,Simvastatin 40mg tablets (Aurobindo Pharma Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
62429,2616020,Atorvastatin 20mg tablets (DE Pharmaceuticals),Atorvastatin calcium trihydrate,20mg,Tablet,Oral,2120400,Statins
63469,41847020,Atorvastatin 30mg tablets (Consilient Health Ltd),,,,,2120400,Statins
28,83943020,Atorvastatin 10mg tablets,Atorvastatin calcium trihydrate,10mg,Tablet,Oral,2120400,Statins
63074,68446020,Pravastatin 20mg tablets (PLIVA Pharma Ltd),Pravastatin sodium,20mg,Tablet,Oral,2120400,Statins
57763,10666020,Rosuvastatin 10mg tablets (Waymade Healthcare Plc),Rosuvastatin calcium,10mg,Tablet,Oral,2120400,Statins
54266,20745020,Simvastatin 20mg/5ml oral suspension,Simvastatin,4mg/1ml,Oral suspension,Oral,2120400,Statins
34879,65952020,Simvastatin 40mg Tablet (Niche Generics Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
45346,66066020,Simvastatin 40mg tablets (Arrow Generics Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
34814,65905020,Simvastatin 20mg tablets (Wockhardt UK Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
818,90773020,Simvastatin 20mg/5ml oral solution sugar free,Simvastatin,20mg/5ml,Oral Suspension Sugar-free,Oral,2120400,Statins
59278,75832020,Fluvastatin 20mg capsules (Zentiva),Fluvastatin sodium,20mg,Capsule,Oral,2120400,Statins
58110,41915020,Atorvastatin 20mg tablets (Zentiva),Atorvastatin calcium trihydrate,20mg,Tablet,Oral,2120400,Statins
50925,2542020,Pravastatin 10mg tablets (Sigma Pharmaceuticals Plc),Pravastatin sodium,10mg,Tablet,Oral,2120400,Statins
51085,38509020,Simvastatin 10mg tablets (Medreich Plc),Simvastatin,10mg,Tablet,Oral,2120400,Statins
44528,77364020,Simvastatin 20mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd),Simvastatin,4mg/1ml,Oral suspension,Oral,2120400,Statins
47948,66323020,Simvastatin 10mg tablets (Tillomed Laboratories Ltd),Simvastatin,10mg,Tablet,Oral,2120400,Statins
52676,20743020,Simvastatin 10mg/5ml oral suspension,Simvastatin,2mg/1ml,Oral suspension,Oral,2120400,Statins
50790,41343020,Atorvastatin 20mg tablets (Dexcel-Pharma Ltd),Atorvastatin calcium trihydrate,20mg,Tablet,Oral,2120400,Statins
56916,68450020,Pravastatin 40mg tablets (PLIVA Pharma Ltd),Pravastatin sodium,40mg,Tablet,Oral,2120400,Statins
65181,53345021,Simvastatin 40mg tablets (DE Pharmaceuticals),Simvastatin,40mg,Tablet,Oral,2120400,Statins
52812,2505020,Simvastatin 20mg tablets (Sigma Pharmaceuticals Plc),Simvastatin,20mg,Tablet,Oral,2120400,Statins
39060,66656020,Simvastatin 20mg tablets (Dexcel-Pharma Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
51715,2489020,Simvastatin 10mg tablets (Sigma Pharmaceuticals Plc),Simvastatin,10mg,Tablet,Oral,2120400,Statins
56097,38784020,Atorvastatin 10mg chewable tablets sugar free,,,,,2120400,Statins
379,75344020,Fluvastatin 20mg capsules,Fluvastatin sodium,20mg,Capsule,Oral,2120400,Statins
50272,42161020,Atorvastatin 40mg tablets (Pfizer Ltd),Atorvastatin calcium trihydrate,40mg,Tablet,Oral,2120400,Statins
64307,47997021,Simvastatin 40mg tablets (Crescent Pharma Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
51359,41913020,Atorvastatin 20mg tablets (Arrow Generics Ltd),Atorvastatin calcium trihydrate,20mg,Tablet,Oral,2120400,Statins
57999,10641020,Crestor 40mg tablets (Lexon (UK) Ltd),Rosuvastatin calcium,40mg,Tablet,Oral,2120400,Statins
53822,2490020,Simvastatin 10mg tablets (Bristol Laboratories Ltd),Simvastatin,10mg,Tablet,Oral,2120400,Statins
48867,2512020,Simvastatin 40mg tablets (Alliance Healthcare (Distribution) Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
51876,41331020,Atorvastatin 40mg tablets (Consilient Health Ltd),Atorvastatin calcium trihydrate,40mg,Tablet,Oral,2120400,Statins
56494,2504020,Zocor 20mg tablets (Sigma Pharmaceuticals Plc),Simvastatin,20mg,Tablet,Oral,2120400,Statins
9930,76259020,Crestor 40mg tablets (AstraZeneca UK Ltd),Rosuvastatin calcium,40mg,Tablet,Oral,2120400,Statins
40340,65874020,Simvastatin 10mg tablets (Teva UK Ltd),Simvastatin,10mg,Tablet,Oral,2120400,Statins
9316,84283020,Lipobay 200microgram Tablet (Bayer Plc),Cerivastatin sodium,200microgram,Tablet,Oral,2120400,Statins
51,72489020,Simvastatin 40mg tablets,Simvastatin,40mg,Tablet,Oral,2120400,Statins
53594,42020,Lipitor 80mg tablets (Mawdsley-Brooks & Company Ltd),Atorvastatin calcium trihydrate,80mg,Tablet,Oral,2120400,Statins
56248,2618020,Atorvastatin 20mg tablets (Sigma Pharmaceuticals Plc),Atorvastatin calcium trihydrate,20mg,Tablet,Oral,2120400,Statins
55452,2508020,Simvastatin 20mg tablets (Phoenix Healthcare Distribution Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
2718,72482020,Zocor 10mg tablets (Merck Sharp & Dohme Ltd),Simvastatin,10mg,Tablet,Oral,2120400,Statins
59452,10781020,Rosuvastatin 5mg tablets (Waymade Healthcare Plc),Rosuvastatin calcium,5mg,Tablet,Oral,2120400,Statins
3690,73788020,Lipostat 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Pravastatin sodium,20mg,Tablet,Oral,2120400,Statins
50788,42167020,Atorvastatin 20mg tablets (Pfizer Ltd),Atorvastatin calcium trihydrate,20mg,Tablet,Oral,2120400,Statins
49062,2496020,Simvastatin 20mg tablets (Alliance Healthcare (Distribution) Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
54435,70097020,Pravastatin 40mg tablets (Almus Pharmaceuticals Ltd),Pravastatin sodium,40mg,Tablet,Oral,2120400,Statins
64868,52201021,Atorvastatin 40mg tablets (Sigma Pharmaceuticals Plc),Atorvastatin calcium trihydrate,40mg,Tablet,Oral,2120400,Statins
48018,66063020,Simvastatin 20mg tablets (Arrow Generics Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
34376,65883020,Simvastatin 40mg tablets (Teva UK Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
11627,75346020,Fluvastatin 80mg modified-release tablets,Fluvastatin sodium,80mg,Modified-release tablet,Oral,2120400,Statins
57348,41342020,Atorvastatin 10mg tablets (Consilient Health Ltd),Atorvastatin calcium trihydrate,10mg,Tablet,Oral,2120400,Statins
52257,2510020,Simvastatin 20mg tablets (Accord Healthcare Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
51166,38511020,Simvastatin 40mg tablets (Medreich Plc),Simvastatin,40mg,Tablet,Oral,2120400,Statins
53415,2495020,Simvastatin 10mg tablets (Aurobindo Pharma Ltd),Simvastatin,10mg,Tablet,Oral,2120400,Statins
54607,70094020,Pravastatin 20mg tablets (Almus Pharmaceuticals Ltd),Pravastatin sodium,20mg,Tablet,Oral,2120400,Statins
54493,2485020,Simvastatin 10mg tablets (Relonchem Ltd),Simvastatin,10mg,Tablet,Oral,2120400,Statins
34312,66042020,Simvastatin 20mg tablets (Mylan Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
5148,77174020,Simvastatin 80mg tablets,Simvastatin,80mg,Tablet,Oral,2120400,Statins
56607,47204020,Pravastatin 20mg tablets (Waymade Healthcare Plc),Pravastatin sodium,20mg,Tablet,Oral,2120400,Statins
52755,2548020,Pravastatin 20mg tablets (Alliance Healthcare (Distribution) Ltd),Pravastatin sodium,20mg,Tablet,Oral,2120400,Statins
58394,41348020,Atorvastatin 20mg tablets (Alliance Healthcare (Distribution) Ltd),Atorvastatin calcium trihydrate,20mg,Tablet,Oral,2120400,Statins
59272,47179020,Atorvastatin 20mg tablets (Waymade Healthcare Plc),Atorvastatin calcium trihydrate,20mg,Tablet,Oral,2120400,Statins
34381,65927020,Simvastatin 40mg tablets (IVAX Pharmaceuticals UK Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
57296,2553020,Pravastatin 20mg tablets (Phoenix Healthcare Distribution Ltd),Pravastatin sodium,20mg,Tablet,Oral,2120400,Statins
57117,47030020,Atorvastatin 80mg tablets (Waymade Healthcare Plc),Atorvastatin calcium trihydrate,80mg,Tablet,Oral,2120400,Statins
64180,47995021,Simvastatin 10mg tablets (Crescent Pharma Ltd),Simvastatin,10mg,Tablet,Oral,2120400,Statins
43218,68272020,Pravastatin 10mg tablets (Teva UK Ltd),Pravastatin sodium,10mg,Tablet,Oral,2120400,Statins
56841,41325020,Atorvastatin 40mg tablets (Dexcel-Pharma Ltd),Atorvastatin calcium trihydrate,40mg,Tablet,Oral,2120400,Statins
34820,68205020,Pravastatin 40mg tablets (A A H Pharmaceuticals Ltd),Pravastatin sodium,40mg,Tablet,Oral,2120400,Statins
32909,65854020,Simvastatin 80mg tablets (A A H Pharmaceuticals Ltd),Simvastatin,80mg,Tablet,Oral,2120400,Statins
56481,2488020,Zocor 10mg tablets (Sigma Pharmaceuticals Plc),Simvastatin,10mg,Tablet,Oral,2120400,Statins
59331,2604020,Lipitor 10mg tablets (DE Pharmaceuticals),Atorvastatin calcium trihydrate,10mg,Tablet,Oral,2120400,Statins
2137,75345020,Fluvastatin 40mg capsules,Fluvastatin sodium,40mg,Capsule,Oral,2120400,Statins
64702,44117020,Atorvastatin 30mg tablets (A A H Pharmaceuticals Ltd),,,,,2120400,Statins
52097,41906020,Atorvastatin 40mg tablets (Wockhardt UK Ltd),Atorvastatin calcium trihydrate,40mg,Tablet,Oral,2120400,Statins
60464,35365020,Atorvastatin 20mg/5ml oral suspension,,,,,2120400,Statins
34502,65851020,Simvastatin 40mg tablets (A A H Pharmaceuticals Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
56065,47853020,Simvastatin 20mg/5ml oral suspension sugar free (Waymade Healthcare Plc),,,,,2120400,Statins
62137,47201020,Simvastatin 40mg tablets (Waymade Healthcare Plc),Simvastatin,40mg,Tablet,Oral,2120400,Statins
8380,75340020,Lescol 20mg capsules (Novartis Pharmaceuticals UK Ltd),Fluvastatin sodium,20mg,Capsule,Oral,2120400,Statins
53890,42148020,Atorvastatin 80mg tablets (Pfizer Ltd),Atorvastatin calcium trihydrate,80mg,Tablet,Oral,2120400,Statins
53340,2519020,Zocor 40mg tablets (Lexon (UK) Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
58868,2605020,Atorvastatin 10mg tablets (Sigma Pharmaceuticals Plc),Atorvastatin calcium trihydrate,10mg,Tablet,Oral,2120400,Statins
9897,76618020,Rosuvastatin 40mg tablets,Rosuvastatin calcium,40mg,Tablet,Oral,2120400,Statins
47721,571021,Lipitor 10mg chewable tablets (Pfizer Ltd),Atorvastatin calcium trihydrate,10mg,Chewable tablet,Oral,2120400,Statins
54819,77492020,Simvastatin 40mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd),Simvastatin,8mg/1ml,Oral suspension,Oral,2120400,Statins
52211,41344020,Atorvastatin 20mg tablets (Actavis UK Ltd),Atorvastatin calcium trihydrate,20mg,Tablet,Oral,2120400,Statins
45245,65935020,Simvastatin 20mg tablets (Actavis UK Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
7347,76621020,Crestor 10mg tablets (AstraZeneca UK Ltd),Rosuvastatin calcium,10mg,Tablet,Oral,2120400,Statins
54985,35160020,Simvastatin 40mg/5ml oral suspension,Simvastatin,8mg/1ml,Oral suspension,Oral,2120400,Statins
15252,76624020,Crestor 20mg tablets (AstraZeneca UK Ltd),Rosuvastatin calcium,20mg,Tablet,Oral,2120400,Statins
36377,68275020,Pravastatin 20mg tablets (Teva UK Ltd),Pravastatin sodium,20mg,Tablet,Oral,2120400,Statins
490,73782020,Pravastatin 10mg tablets,Pravastatin sodium,10mg,Tablet,Oral,2120400,Statins
52821,43806020,Atorvastatin 80mg tablets (Dr Reddy's Laboratories (UK) Ltd),Atorvastatin calcium trihydrate,80mg,Tablet,Oral,2120400,Statins
54240,2517020,Simvastatin 40mg tablets (Sigma Pharmaceuticals Plc),Simvastatin,40mg,Tablet,Oral,2120400,Statins
58418,41289020,Atorvastatin 80mg tablets (A A H Pharmaceuticals Ltd),Atorvastatin calcium trihydrate,80mg,Tablet,Oral,2120400,Statins
56893,2564020,Pravastatin 40mg tablets (Accord Healthcare Ltd),Pravastatin sodium,40mg,Tablet,Oral,2120400,Statins
59776,41291020,Atorvastatin 80mg tablets (Aspire Pharma Ltd),Atorvastatin calcium trihydrate,80mg,Tablet,Oral,2120400,Statins
7196,72483020,Zocor 20mg tablets (Merck Sharp & Dohme Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
37434,66208020,Simvastatin 40mg tablets (Sandoz Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
54606,78017020,Simvastatin 20mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),,,,,2120400,Statins
52398,41327020,Atorvastatin 40mg tablets (A A H Pharmaceuticals Ltd),Atorvastatin calcium trihydrate,40mg,Tablet,Oral,2120400,Statins
34535,66039020,Simvastatin 10mg tablets (Mylan Ltd),Simvastatin,10mg,Tablet,Oral,2120400,Statins
51134,41338020,Atorvastatin 10mg tablets (A A H Pharmaceuticals Ltd),Atorvastatin calcium trihydrate,10mg,Tablet,Oral,2120400,Statins
34560,65668020,Simvastatin 10mg Tablet (Ratiopharm UK Ltd),Simvastatin,10mg,Tablet,Oral,2120400,Statins
53966,2521020,Simvastatin 40mg tablets (Phoenix Healthcare Distribution Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
40382,68201020,Pravastatin 20mg tablets (A A H Pharmaceuticals Ltd),Pravastatin sodium,20mg,Tablet,Oral,2120400,Statins
46956,66069020,Simvastatin 80mg tablets (Arrow Generics Ltd),Simvastatin,80mg,Tablet,Oral,2120400,Statins
18442,76531020,Lipobay 400microgram Tablet (Bayer Plc),Cerivastatin sodium,400microgram,Tablet,Oral,2120400,Statins
55912,2557020,Pravastatin 40mg tablets (Alliance Healthcare (Distribution) Ltd),Pravastatin sodium,40mg,Tablet,Oral,2120400,Statins
50564,2501020,Simvastatin 20mg tablets (Relonchem Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
34545,65677020,Simvastatin 40mg Tablet (Ratiopharm UK Ltd),Simvastatin,40mg,Tablet,Oral,2120400,Statins
34891,65962020,Simvastatin 20mg tablets (Kent Pharmaceuticals Ltd),Simvastatin,20mg,Tablet,Oral,2120400,Statins
59357,17406021,Atorvastatin 10mg tablets (Ranbaxy (UK) Ltd),Atorvastatin calcium trihydrate,10mg,Tablet,Oral,2120400,Statins
59447,10674020,Crestor 20mg tablets (Waymade Healthcare Plc),Rosuvastatin calcium,20mg,Tablet,Oral,2120400,Statins
