prodcode,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader
4694,72784020,Terazosin 2mg tablets and Terazosin 1mg tablets,,,Not applicable,Route of administration not applicable,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
7338,85709020,Aprovel 75mg tablets (Sanofi),Irbesartan,75mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
47998,68974020,Ramipril 2.5mg capsules (Actavis UK Ltd),Ramipril,2.5mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
47616,99785020,Sevikar HCT 40mg/10mg/12.5mg tablets (Daiichi Sankyo UK Ltd),Hydrochlorothiazide/amlodipine/olmesartan Medoxomil,40mg + 10mg + 12.5mg,Tablets,Oral,2050502,Angiotensin-ii Receptor Antagonists
43531,68547020,Moxonidine 400microgram tablets (Sandoz Ltd),Moxonidine,400microgram,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
41232,97245020,Cozaar 2.5mg/ml oral suspension (Merck Sharp & Dohme Ltd),Losartan Potassium,2.5mg/1ml,Oral Suspension,Oral,2050502,Angiotensin-ii Receptor Antagonists
20188,60798020,Enalapril 2.5mg wafer,Enalapril Maleate,2.5mg,Wafer,,2050501,Angiotensin-converting Enzyme Inhibitors
52399,1564020,Ramipril 1.25mg capsules (Kent Pharmaceuticals Ltd),Ramipril,1.25mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
56850,84385020,Ecopace 12.5mg tablets (AMCo),Captopril,12.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
11983,90557020,Perindopril erbumine 4mg/5ml oral suspension,Perindopril erbumine,800microgram/1ml,Oral suspension,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
6285,78212020,Olmesartan medoxomil 20mg tablets,Olmesartan medoxomil,20mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
6694,61497020,Clonidine 300microgram tablets,Clonidine hydrochloride,300microgram,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
36878,93930020,Rasilez 150mg tablets (Novartis Pharmaceuticals UK Ltd),Aliskiren hemifumarate,150mg,Tablet,Oral,2050503,Renin Inhibitors
5800,72569020,Coversyl 4mg tablets (Servier Laboratories Ltd),Perindopril erbumine,4mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
45337,65231020,Lisinopril 5mg tablets (Actavis UK Ltd),Lisinopril,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
13589,74175020,Staril 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Fosinopril sodium,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
56505,1458020,Zestril 5mg tablets (Lexon (UK) Ltd),Lisinopril,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
57145,65774020,Terazosin 2mg tablets (A A H Pharmaceuticals Ltd),Terazosin hydrochloride,2mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
34544,56638020,Captopril 12.5mg Tablet (IVAX Pharmaceuticals UK Ltd),Captopril,12.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
3924,68056020,Terazosin 5mg tablets,Terazosin hydrochloride,5mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
21231,87820020,Caralpha 20mg/12.5mg tablets (Actavis UK Ltd),Lisinopril/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
38308,95107020,Ramipril 2.5/5mg/10mg tablet,Ramipril,2.5mg + 5mg + 10mg,Tablets,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
531,81324020,Candesartan 4mg tablets,Candesartan cilexetil,4mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
54414,41324020,Candesartan 16mg tablets (Consilient Health Ltd),Candesartan cilexetil,16mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
26995,84491020,Kaplon 25mg tablets (Teva UK Ltd),Captopril,25mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
34382,67206020,Ramipril 5mg capsules (Zentiva),Ramipril,5mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
61270,45151020,Perindopril erbumine 4mg tablets (Accord Healthcare Ltd),Perindopril erbumine,4mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
14960,83699020,Coversyl 8mg tablets (Servier Laboratories Ltd),Perindopril erbumine,8mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
19690,85865020,Verapamil 180mg modified-release / Trandolapril 2mg capsules,Verapamil hydrochloride/Trandolapril,180mg + 2mg,Modified-release capsule,Oral,02050501/02060200,Angiotensin-converting Enzyme Inhibitors/Calcium-channel Blockers
119,69308020,Doxazosin 1mg tablets,Doxazosin mesilate,1mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
34453,61301020,Enalapril 20mg tablets (Mylan Ltd),Enalapril maleate,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
58294,1461020,Lisinopril 5mg tablets (Accord Healthcare Ltd),Lisinopril,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
15096,75604020,Accupro 40mg tablets (Pfizer Ltd),Quinapril hydrochloride,40mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
3310,48565020,Capoten 12.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Captopril,12.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
61066,1353020,Doxazosin 2mg tablets (Bristol Laboratories Ltd),Doxazosin mesilate,2mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
46975,65137020,Lisinopril 5mg tablets (Sandoz Ltd),Lisinopril,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
9876,81117020,Physiotens 300microgram tablets (BGP Products Ltd),Moxonidine,300microgram,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
23010,65697020,Rogitine 10mg/1ml solution for injection ampoules (Alliance Pharmaceuticals Ltd),Phentolamine mesilate,10mg/1ml,Solution for injection,Intravenous/Intramuscular,2050400,Alpha-adrenoceptor Blocking Drugs
654,80174020,Ramipril 2.5/5mg/10mg capsule,Ramipril,2.5mg + 5mg + 10mg,Capsules,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
58274,1646020,Losartan 25mg tablets (Accord Healthcare Ltd),Losartan potassium,25mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
45264,68971020,Ramipril 1.25mg capsules (Actavis UK Ltd),Ramipril,1.25mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
4685,79054020,Amias 4mg tablets (Takeda UK Ltd),Candesartan cilexetil,4mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
65273,76557020,Perindopril erbumine 4mg tablets (Mylan Ltd),Perindopril erbumine,4mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
51328,14602020,Iloprost 50micrograms/0.5ml solution for infusion ampoules,Iloprost trometamol,100microgram/1ml,Solution for infusion,Intravenous,2050100,Vasodilator Antihypertensive Drugs
23345,66471020,Hypercal 2mg Tablet (Carlton Laboratories),Alseroxylon,2mg,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
51807,38770020,Coversyl Arginine 5mg tablets (DE Pharmaceuticals),Perindopril arginine,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
1707,59031020,Methyldopa 250mg tablets,Methyldopa anhydrous,250mg,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
37930,94699020,Perindopril arginine 5mg tablets,Perindopril arginine,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
34652,67455020,Ramipril 5mg Capsule (Sovereign Medical Ltd),Ramipril,5mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
18861,89188020,Hydralazine 10mg/5ml oral suspension,Hydralazine hydrochloride,2mg/1ml,Oral suspension,Oral,2050100,Vasodilator Antihypertensive Drugs
56104,1658020,Losartan 50mg tablets (A A H Pharmaceuticals Ltd),Losartan potassium,50mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
40668,96927020,Olmesartan medoxomil 40mg / Amlodipine 10mg tablets,Olmesartan medoxomil/Amlodipine besilate,40mg + 10mg,Tablet,Oral,02050502/02060200,Angiotensin-ii Receptor Antagonists/Calcium-channel Blockers
16708,60797020,Enalapril titration pack,Enalapril Maleate,,Titration Pack,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
8106,55119020,Innovace 2.5mg tablets (Merck Sharp & Dohme Ltd),Enalapril maleate,2.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
4637,68055020,Terazosin 2mg tablets,Terazosin hydrochloride,2mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
41417,60324020,Enalapril 2.5mg tablets (A A H Pharmaceuticals Ltd),Enalapril maleate,2.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
43563,61391020,Enalapril 2.5mg tablets (Zentiva),Enalapril maleate,2.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
61133,1425020,Enalapril 10mg tablets (Phoenix Healthcare Distribution Ltd),Enalapril maleate,10mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
61283,1358020,Doxazosin 4mg tablets (Alliance Healthcare (Distribution) Ltd),Doxazosin mesilate,4mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
18247,49317020,Esbatal 10mg Tablet (Wellcome Medical Division),Betanidine Sulphate,10mg,Tablet,Oral,2050300,Adrenergic Neurone Blocking Drugs
58649,43813020,Losartan 25mg tablets (Bristol Laboratories Ltd),Losartan potassium,25mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
47807,77113020,Doxazosin xl 4mg Tablet (Hillcross Pharmaceuticals Ltd),Doxazosin mesilate,4mg,Modified-release tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
23252,73042020,Pralenal 10 tablets (Opus Pharmaceuticals Ltd),Enalapril maleate,10mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
54986,35397020,Perindopril erbumine 8mg/5ml oral suspension,,,,,2050501,Angiotensin-converting Enzyme Inhibitors
9463,64773020,Loniten 5mg tablets (Pfizer Ltd),Minoxidil,5mg,Tablet,Oral,2050100,Vasodilator Antihypertensive Drugs
40528,95322020,Ambrisentan 5mg tablets,Ambrisentan,5mg,Tablet,Oral,2050100,Vasodilator Antihypertensive Drugs
37085,93220020,Sitaxentan 100mg tablets,Sitaxentan sodium,100mg,Tablet,Oral,2050100,Vasodilator Antihypertensive Drugs
3070,59032020,Methyldopa 500mg tablets,Methyldopa anhydrous,500mg,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
59770,15619021,Perindopril erbumine 4mg tablets (Aurobindo Pharma Ltd),Perindopril erbumine,4mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
37650,94425020,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets,Hydrochlorothiazide/losartan Potassium,100mg + 12.5mg,Tablets,Oral,2050504,Angiotensin-ii Receptor Antagonists With Diuretic
11864,87994020,Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets,Valsartan/Hydrochlorothiazide,160mg + 12.5mg,Tablet,Oral,2050504,Angiotensin-ii Receptor Antagonists With Diuretic
16201,51572020,Hytrin bph 2mg Tablet (Amdipharm Plc),Terazosin hydrochloride,2mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
27871,86081020,Innovace melt 10mg Wafer (Merck Sharp & Dohme Ltd),Enalapril Maleate,10mg,Wafer,,2050501,Angiotensin-converting Enzyme Inhibitors
60136,30024020,Clonidine 100micrograms/5ml oral solution,,,,,02050200/04070402/06040101,Centrally Acting Antihypertensive Drugs/Prophylaxis Of Migraine/Oestrogens And Hrt
30921,64809020,Lisinopril 2.5mg tablets (Teva UK Ltd),Lisinopril,2.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
47573,99783020,Sevikar HCT 40mg/5mg/12.5mg tablets (Daiichi Sankyo UK Ltd),Amlodipine besilate/Hydrochlorothiazide/Olmesartan medoxomil,5mg + 12.5mg + 40mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
8086,69315020,Cardura 4mg Tablet (Pfizer Ltd),Doxazosin mesilate,4mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
35304,92957020,Valsartan 160mg with amlodipine 10mg tablets,Amlodipine Besilate/Valsartan,160mg + 10mg,Tablets,Oral,02050502/02060200,Angiotensin-ii Receptor Antagonists/Calcium-channel Blockers
56510,1481020,Zestril 20mg tablets (Sigma Pharmaceuticals Plc),Lisinopril,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
8105,58451020,Innovace 20mg tablets (Merck Sharp & Dohme Ltd),Enalapril maleate,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
53322,1362020,Doxazosin 4mg tablets (Bristol Laboratories Ltd),Doxazosin mesilate,4mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
54843,77349020,Losartan 50mg tablets (Dexcel-Pharma Ltd),Losartan potassium,50mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
5496,84706020,Doxazosin 8mg modified-release tablets,Doxazosin mesilate,8mg,Modified-release tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
25382,88008020,Co-Diovan 160mg/25mg tablets (Novartis Pharmaceuticals UK Ltd),Valsartan/Hydrochlorothiazide,160mg + 25mg,Tablet,Oral,2050504,Angiotensin-ii Receptor Antagonists With Diuretic
57026,47162020,Candesartan 8mg tablets (Waymade Healthcare Plc),Candesartan cilexetil,8mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
34400,55722020,Enalapril 5mg Tablet (Dowelhurst Ltd),Enalapril maleate,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
51601,77734020,Losartan 50mg tablets (Actavis UK Ltd),Losartan potassium,50mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
46249,99911020,Revatio 10mg/12.5ml solution for injection vials (Pfizer Ltd),Sildenafil citrate,.8mg/1ml,Solution for injection,Intravenous,2050100,Vasodilator Antihypertensive Drugs
62860,21324021,Enalapril 5mg tablets (DE Pharmaceuticals),Enalapril maleate,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
21943,84490020,Kaplon 12.5mg tablets (Teva UK Ltd),Captopril,12.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
46206,99332020,Pamsvax XL 400microgram capsules (Almus Pharmaceuticals Ltd),Tamsulosin hydrochloride,400microgram,Modified-release capsule,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
63158,71466020,Doxazosin 2mg tablets (Almus Pharmaceuticals Ltd),Doxazosin mesilate,2mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
36742,93652020,Captopril 2mg/5ml oral suspension,Captopril,2mg/5ml,Oral Suspension,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
29627,88105020,Lopace 2.5mg capsules (Discovery Pharmaceuticals),Ramipril,2.5mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
493,69309020,Doxazosin 2mg tablets,Doxazosin mesilate,2mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
22439,83449020,Ednyt 20mg Tablet (Dominion Pharma),Enalapril maleate,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
49684,28322020,Clonidine 100micrograms/24hours transdermal patches,Clonidine,100microgram/24hour,Transdermal patch,Transdermal,2050200,Centrally Acting Antihypertensive Drugs
5275,72670020,Tritace 2.5mg capsules (Sanofi),Ramipril,2.5mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
43413,65206020,Lisinopril 20mg tablets (A A H Pharmaceuticals Ltd),Lisinopril,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
61495,14777021,Losartan 25mg tablets (Aptil Pharma Ltd),Losartan potassium,25mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
49164,1588020,Ramipril 10mg capsules (Actavis UK Ltd),Ramipril,10mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
57333,47942020,Perindopril tosilate 5mg tablets,Perindopril tosilate,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
32913,50045020,Methyldopa 250mg tablets (Actavis UK Ltd),Methyldopa anhydrous,250mg,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
34798,61362020,Enalapril 20mg tablets (Sandoz Ltd),Enalapril maleate,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
35603,93725020,Doxazosin 4mg/5ml oral suspension,Doxazosin mesilate,800microgram/1ml,Oral suspension,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
61694,67907020,Ramipril 5mg tablets (Zentiva),Ramipril,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
6518,83507020,Diovan 160mg capsules (Novartis Pharmaceuticals UK Ltd),Valsartan,160mg,Capsule,Oral,2050502,Angiotensin-ii Receptor Antagonists
52010,1418020,Enalapril 10mg tablets (Alliance Healthcare (Distribution) Ltd),Enalapril maleate,10mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
54544,19241020,Captopril 25mg/5ml oral suspension,Captopril,5mg/1ml,Oral suspension,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
8268,68567020,Zestril 20mg tablets (AstraZeneca UK Ltd),Lisinopril,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
36780,93862020,Hytrin 5mg tablets (AMCo),Terazosin hydrochloride,5mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
38461,93900020,Cardozin XL 4mg tablets (Arrow Generics Ltd),Doxazosin mesilate,4mg,Modified-release tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
8077,68062020,Hytrin 2mg Tablet (Abbott Laboratories Ltd),Terazosin hydrochloride,2mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
54057,77299020,Losartan 50mg tablets (Teva UK Ltd),Losartan potassium,50mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
53915,61780020,Enalapril 5mg tablets (Dexcel-Pharma Ltd),Enalapril maleate,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
5183,49882020,Hypovase 2mg tablets (Pfizer Ltd),Prazosin hydrochloride,2mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
60898,69282020,Moxonidine 200microgram tablets (Mylan Ltd),Moxonidine,200microgram,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
31810,68138020,Odrik 1mg capsules (Aventis Pharma),Trandolapril,1mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
30127,49969020,Ismelin 10mg/ml Injection (Sovereign Medical Ltd),Guanethidine monosulfate,10mg/1ml,Solution for injection,Intramuscular,2050300,Adrenergic Neurone Blocking Drugs
63411,43824020,Irbesartan 300mg tablets (Alliance Healthcare (Distribution) Ltd),Irbesartan,300mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
20656,57805020,Serpasil 250microgram Tablet (Novartis Pharmaceuticals UK Ltd),Reserpine,250microgram,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
16196,55291020,Vascace 5mg tablets (Roche Products Ltd),Cilazapril monohydrate,5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
60823,21648021,Noyada 5mg/5ml oral solution (Martindale Pharmaceuticals Ltd),,,,,2050501,Angiotensin-converting Enzyme Inhibitors
21423,89783020,Cozaar-Comp 100mg/25mg tablets (Merck Sharp & Dohme Ltd),Losartan potassium/Hydrochlorothiazide,100mg + 25mg,Tablet,Oral,2050504,Angiotensin-ii Receptor Antagonists With Diuretic
52658,36312020,Losartan 100mg/5ml oral suspension,,,,,2050502,Angiotensin-ii Receptor Antagonists
58201,44381020,Irbesartan 150mg tablets (Actavis UK Ltd),Irbesartan,150mg,Tablet,Oral,2050502,Angiotensin-ii Receptor Antagonists
34953,61397020,Enalapril 20mg tablets (Zentiva),Enalapril maleate,20mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
1121,60377020,Captopril 12.5mg tablets,Captopril,12.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
34937,56640020,Captopril 50mg Tablet (IVAX Pharmaceuticals UK Ltd),Captopril,50mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
16198,48296020,Baratol 50mg Tablet (Shire Pharmaceuticals Ltd),Indoramin Hydrochloride,50mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
31587,86077020,Innovace melt 20mg Wafer (Merck Sharp & Dohme Ltd),Enalapril Maleate,20mg,Wafer,,2050501,Angiotensin-converting Enzyme Inhibitors
11937,90539020,Ramipril 2.5mg/5ml oral suspension,Ramipril,500microgram/1ml,Oral suspension,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
3839,48567020,Capoten 50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Captopril,50mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
11177,81115020,Physiotens 200microgram tablets (BGP Products Ltd),Moxonidine,200microgram,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
3720,68562020,Zestril 2.5mg tablets (AstraZeneca UK Ltd),Lisinopril,2.5mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
48049,76554020,Perindopril erbumine 2mg tablets (Mylan Ltd),Perindopril erbumine,2mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
4406,54101020,Decaserpyl plus Tablet (Roussel Laboratories Ltd),Benzthiazide/methoserpidine,,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
41573,65180020,Lisopress 10mg tablets (Teva UK Ltd),Lisinopril,10mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
56855,1590020,Ramipril 10mg capsules (Sigma Pharmaceuticals Plc),Ramipril,10mg,Capsule,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
46066,99273020,Cardozin XL 4mg tablets (Almus Pharmaceuticals Ltd),Doxazosin mesilate,4mg,Modified-release tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
30129,47989020,Abicol Tablet (Knoll Ltd),Reserpine/Bendroflumethiazide,,Tablet,Oral,2050200,Centrally Acting Antihypertensive Drugs
7333,68421020,Minoxidil 2% solution,Minoxidil,20mg/1ml,Liquid,Cutaneous,02050100/13090300,Vasodilator Antihypertensive Drugs/Androgenetic Alopecia
58874,1550020,Perindopril erbumine 2mg tablets (Somex Pharma),Perindopril erbumine,2mg,Tablet,Oral,2050501,Angiotensin-converting Enzyme Inhibitors
3222,83502020,Valsartan 80mg capsules,Valsartan,80mg,Capsule,Oral,2050502,Angiotensin-ii Receptor Antagonists
504,63242020,Hydralazine 20mg powder for solution for injection ampoules,Hydralazine hydrochloride,20mg,Powder for solution for injection,Intravenous,2050100,Vasodilator Antihypertensive Drugs
58276,38497020,Doxazosin 2mg tablets (Medreich Plc),Doxazosin mesilate,2mg,Tablet,Oral,02050400/07040150,Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)
