prodcode,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader
612,50464020,Dicloflex 25mg gastro-resistant tablets (Dexcel-Pharma Ltd),Diclofenac sodium,25mg,Gastro-resistant tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
48059,77150020,Diclofenac potassium 50mg tablets (A A H Pharmaceuticals Ltd),Diclofenac potassium,50mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
50058,8086020,Voltarol 50mg dispersible tablets (DE Pharmaceuticals),Diclofenac sodium,50mg,Dispersible tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
8451,60933020,Etodolac 200mg Tablet,Etodolac,200mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
63612,53040020,Suprol 200mg Capsule (Lorex Synthelabo Ltd),,200mg,Capsule,,10010100,Non-steroidal Anti-inflammatory Drugs
20016,67138020,Tolmetin 400mg Capsule,Tolmetin Sodium,400mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
57162,8093020,Diclofenac 50mg dispersible tablets sugar free (DE Pharmaceuticals),Diclofenac sodium,50mg,Dispersible tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
31429,86902020,Timpron 250mg Gastro-resistant tablet (Berk Pharmaceuticals Ltd),Naproxen,250mg,Gastro-resistant tablet,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
28816,57374020,Rheuflex 500mg Tablet (Goldshield Pharmaceuticals Ltd),Naproxen,500mg,Tablet,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
27055,63521020,Diclofenac sodium 50mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),Diclofenac sodium,50mg,Gastro-resistant tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
36577,62430020,Indometacin 50mg Capsule (Meridian Healthcare (UK) Ltd),Indometacin,50mg,Capsule,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
5175,81597020,Celebrex 100mg capsules (Pfizer Ltd),Celecoxib,100mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
30327,84738020,Jomethid XL 200mg capsules (Actavis UK Ltd),Ketoprofen,200mg,Modified-release capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
33568,57010020,Ketoprofen 200mg Modified-release capsule (Actavis UK Ltd),Ketoprofen,200mg,Modified-release capsule,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
18151,88935020,Voltarol Pain-eze 1.16% Emulgel (Novartis Consumer Health UK Ltd),Diclofenac diethylammonium,11.6mg/1gram,Gel,Transdermal,10010100/10030250,Non-steroidal Anti-inflammatory Drugs/Topical Nsaids And Counter Irritants
5085,82739020,Voltarol Rapid 50mg tablets (Novartis Pharmaceuticals UK Ltd),Diclofenac potassium,50mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
360,48494020,Brufen 100mg/5ml syrup (BGP Products Ltd),Ibuprofen,20mg/1ml,Oral suspension,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
55009,8167020,Brufen 600mg effervescent granules sachets (Necessity Supplies Ltd),Ibuprofen,600mg,Effervescent granules,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
7481,50136020,Lederfen 450mg Tablet (Wyeth Pharmaceuticals),Fenbufen,450mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
49132,8547020,Voltarol 1.16% Emulgel (Necessity Supplies Ltd),Diclofenac diethylammonium,11.6mg/1gram,Gel,Transdermal,10010100/10030250,Non-steroidal Anti-inflammatory Drugs/Topical Nsaids And Counter Irritants
42793,61462020,Diclofenac 100mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd),Diclofenac sodium,100mg,Modified-release tablet,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
2366,62062020,Flurbiprofen 100mg tablets,Flurbiprofen,100mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
34595,60066020,Mefenamic acid 500mg tablets (Zentiva),Mefenamic acid,500mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
28172,75901020,Ibuprofen 300mg / Pseudoephedrine 45mg modified-release capsules,Pseudoephedrine hydrochloride/Ibuprofen,45mg + 300mg,Modified-release capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
526,81068020,Aceclofenac 100mg tablets,Aceclofenac,100mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
51614,8135020,Ibuprofen 200mg caplets (Lloyds Pharmacy Ltd),Ibuprofen,200mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
64595,16443021,Misofen 50mg/200microgram gastro-resistant tablets (Morningside Healthcare Ltd),Diclofenac sodium/Misoprostol,50mg + 200microgram,Gastro-resistant tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
16286,82237020,Lofensaid Retard 75 tablets (Opus Pharmaceuticals Ltd),Diclofenac sodium,75mg,Modified-release tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
31469,57645020,Apsifen -f 600mg Tablet (Approved Prescription Services Ltd),Ibuprofen,600mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
17818,74336020,Ketovail 100mg modified-release capsules (Teva UK Ltd),Ketoprofen,100mg,Modified-release capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
40141,55793020,Ketoprofen 100mg capsules (A A H Pharmaceuticals Ltd),Ketoprofen,100mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
57007,76223020,Mefenamic acid 250mg capsules (Essential Generics Ltd),Mefenamic acid,250mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
10785,53757020,Fenbid 300mg Spansules (Mercury Pharma Group Ltd),Ibuprofen,300mg,Modified-release capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
26575,80903020,Streflam 8.75mg Lozenge (Crookes Healthcare Ltd),Flurbiprofen,8.75mg,Lozenge,Oromucosal,10010100/12030300,"Non-steroidal Anti-inflammatory Drugs/Lozenges, Gels And Sprays (acting On The Oropharynx)"
57297,8234020,Mefenamic acid 500mg tablets (Alliance Healthcare (Distribution) Ltd),Mefenamic acid,500mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
26083,58461020,Indolar 100mg Suppository (Lagap),Indometacin,100mg,Suppository,Rectal,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
24469,73716020,Cuprofen for Children 100mg/5ml oral suspension (SSL International Plc),Ibuprofen,20mg/1ml,Oral suspension,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
54021,8069020,Voltarol Retard 100mg tablets (Sigma Pharmaceuticals Plc),Diclofenac sodium,100mg,Modified-release tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
14084,86201020,Diclovol 75mg SR tablets (Arun Pharmaceuticals Ltd),Diclofenac sodium,75mg,Modified-release tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
56441,14184020,Calprofen 100mg/5ml oral suspension 5ml sachets (McNeil Products Ltd),Ibuprofen,20mg/1ml,Oral suspension,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
21821,59663020,Lidifen f 600mg Tablet (Berk Pharmaceuticals Ltd),Ibuprofen,600mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
54137,68820020,Ibuprofen 400mg tablets (Aspar Pharmaceuticals Ltd),Ibuprofen,400mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
59880,20255021,Diclofenac sodium 75mg modified-release capsules (Waymade Healthcare Plc),Diclofenac sodium,75mg,Modified-release capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
5254,79024020,Celecoxib 200mg capsules,Celecoxib,200mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
32105,50008020,Mefenamic acid 500mg tablets (A A H Pharmaceuticals Ltd),Mefenamic acid,500mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
34898,49994020,Mefenamic acid 250mg Capsule (Berk Pharmaceuticals Ltd),Mefenamic acid,250mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
43032,84356020,Inoven 200mg Tablet (Janssen-Cilag Ltd),Ibuprofen,200mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
54660,92313020,Diclofenac sodium 50mg capsules,Diclofenac Sodium,,,,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
13459,56667020,Dysman 500 tablets (Ashbourne Pharmaceuticals Ltd),Mefenamic acid,500mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
14333,91245020,Ibuprofen 400mg capsules,Ibuprofen,400mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
62615,8533020,Powergel 2.5% gel (Lexon (UK) Ltd),Ketoprofen,25mg/1gram,Gel,Transdermal,10010100,Non-steroidal Anti-inflammatory Drugs
21045,59456020,Ibumetin 400mg Tablet (Alfred Benzon (UK) Ltd),Ibuprofen,400mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
13347,48091020,Alrheumat 50mg Capsule (Bayer Plc),Ketoprofen,50mg,Capsule,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
5266,75111020,Lodine sr 600mg Modified-release tablet (Shire Pharmaceuticals Ltd),Etodolac,600mg,Modified-release tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
928,62455020,Diclofenac sodium 25mg tablets,Diclofenac Sodium,25mg,Tablets,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
18820,84269020,Fenpaed 100mg/5ml Oral suspension (Pinewood Healthcare),Ibuprofen,100mg/5ml,Oral Suspension,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
53576,10607020,Arcoxia 120mg tablets (DE Pharmaceuticals),Etoricoxib,120mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
36260,85863020,Mendys 250mg Capsule (Kent Pharmaceuticals Ltd),Mefenamic acid,250mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
4965,65860020,Piroxicam 20mg orodispersible tablets sugar free,Piroxicam,20mg,Orodispersible tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
26231,74811020,Timpron 500mg Gastro-resistant tablet (Berk Pharmaceuticals Ltd),Naproxen,500mg,Gastro-resistant tablet,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
55582,8512020,Celebrex 200mg capsules (Lexon (UK) Ltd),Celecoxib,200mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
14385,50220020,Cuprofen 200mg Tablet (SSL International Plc),Ibuprofen,200mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
18798,79839020,Lofensaid 50mg gastro-resistant tablets (Opus Pharmaceuticals Ltd),Diclofenac sodium,50mg,Gastro-resistant tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
9822,77848020,Arcoxia 120mg tablets (Grunenthal Ltd),Etoricoxib,120mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
41623,54332020,Piroxicam 20mg capsules (IVAX Pharmaceuticals UK Ltd),Piroxicam,20mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
61762,19741020,Diclofenac 10mg/5ml oral suspension,Diclofenac sodium,2mg/1ml,Oral suspension,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
9886,82072020,Dicloflex 50mg Gastro-resistant tablet (Ratiopharm UK Ltd),Diclofenac sodium,50mg,Gastro-resistant tablet,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
21843,57369020,Pranoxen continus 375mg Tablet (Napp Pharmaceuticals Ltd),Naproxen,375mg,Tablet,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
17491,76698020,Dicloflex sr 75mg Tablet (Ratiopharm UK Ltd),Diclofenac sodium,75mg,Modified-release tablet,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
48562,14177020,Ibuprofen 100mg/5ml oral suspension 5ml sachets sugar free,Ibuprofen,20mg/1ml,Oral suspension,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
25283,73898020,Valenac ec 50mg Gastro-resistant tablet (Shire Pharmaceuticals Ltd),Diclofenac sodium,50mg,Gastro-resistant tablet,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
53604,9766020,Ibuprofen 200mg capsules (Numark Management Ltd),Ibuprofen,200mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
36650,93686020,Nurofen 200mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,200mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
10978,53295020,Voltarol 25mg Suppository (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,25mg,Suppository,Rectal,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
5200,83742020,Voltarol 50mg suppositories (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,50mg,Suppository,Rectal,10010100,Non-steroidal Anti-inflammatory Drugs
4469,61813020,Fenoprofen 300mg tablets,Fenoprofen calcium,300mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
10169,77261020,Brexidol 20mg tablets (Chiesi Ltd),Piroxicam betadex,20mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
18640,51959020,Tolectin 200mg Capsule (Cilag Pharmaceuticals Ltd),Tolmetin Sodium,200mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
29704,59460020,Paxofen 200mg Tablet (M A Steinhard Ltd),Ibuprofen,200mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
40484,96899020,Orudis 100mg capsules (Sanofi),Ketoprofen,100mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
162,74346020,Arthrotec 50 gastro-resistant tablets (Pfizer Ltd),Diclofenac sodium/Misoprostol,50mg + 200microgram,Gastro-resistant tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
29316,86537020,Care ibuprofen 400mg Tablet (Thornton & Ross Ltd),Ibuprofen,400mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
1086,59356020,Ibuprofen 600mg tablets,Ibuprofen,600mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
1496,54429020,Indocid R 75mg capsules (Merck Sharp & Dohme Ltd),Indometacin,75mg,Modified-release capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
29465,50321020,Piroxicam 20mg capsules (Actavis UK Ltd),Piroxicam,20mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
46920,56131020,Ketoprofen 200mg Modified-release capsule (Generics (UK) Ltd),Ketoprofen,200mg,Modified-release capsule,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
12122,50919020,Orudis 50mg Capsule (Hawgreen Ltd),Ketoprofen,50mg,Capsule,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
7840,50925020,Oruvail 150mg Modified-release capsule (Hawgreen Ltd),Ketoprofen,150mg,Modified-release capsule,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
23204,85828020,Pardelprin MR 75mg capsules (Actavis UK Ltd),Indometacin,75mg,Modified-release capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
24193,49913020,Imbrilon 25mg Capsule (Berk Pharmaceuticals Ltd),Indometacin,25mg,Capsule,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
37648,93920020,Nurofen Express 400mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen,400mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
4506,80722020,Volsaid Retard 75 tablets (Chiesi Ltd),Diclofenac sodium,75mg,Modified-release tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
65025,48065021,Ibuprofen 400mg tablets (Crescent Pharma Ltd),Ibuprofen,400mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
43456,96457020,Anadin LiquiFast 400mg capsules (Pfizer Consumer Healthcare Ltd),Ibuprofen,400mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
34744,68904020,Diclofenac 100mg Modified-release capsule (Sandoz Ltd),Diclofenac sodium,100mg,Modified-release capsule,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
40215,96903020,Oruvail 100 modified-release capsules (Sanofi),Ketoprofen,100mg,Modified-release capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
31945,59110020,Naproxen 500mg Gastro-resistant tablet (Sterwin Medicines),Naproxen,500mg,Gastro-resistant tablet,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
31944,60370020,Diclofenac sodium 25mg gastro-resistant tablets (Mylan Ltd),Diclofenac sodium,25mg,Gastro-resistant tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
16001,49832020,Ibuprofen 200mg tablets (A A H Pharmaceuticals Ltd),Ibuprofen,200mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
21050,74798020,Ketonal 100mg Capsule (Lagap),Ketoprofen,100mg,Capsule,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
37816,87860020,Cuprofen PLUS tablets (SSL International Plc),Ibuprofen/Codeine phosphate,200mg + 12.8mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
55434,8154020,Ibuprofen 400mg tablets (Bristol Laboratories Ltd),Ibuprofen,400mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
56898,15708021,Rhumalgan SR 75mg capsules (Actavis UK Ltd),Diclofenac sodium,75mg,Modified-release capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
2606,67624020,Ketoprofen 2.5% gel,Ketoprofen,25mg/1gram,Gel,Transdermal,10010100,Non-steroidal Anti-inflammatory Drugs
60443,21834021,Diclofenac sodium 75mg modified-release capsules (DE Pharmaceuticals),Diclofenac sodium,75mg,Modified-release capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
40756,96608020,Dicloflex 25mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),Diclofenac sodium,25mg,Gastro-resistant tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
51827,8236020,Mefenamic acid 500mg tablets (Sigma Pharmaceuticals Plc),Mefenamic acid,500mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
24617,82497020,Tiloket 2.5% gel (Tillomed Laboratories Ltd),Ketoprofen,25mg/1gram,Gel,Transdermal,10010100,Non-steroidal Anti-inflammatory Drugs
27013,86742020,Tiloket 200mg Modified-release capsule (Tillomed Laboratories Ltd),Ketoprofen,200mg,Modified-release capsule,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
47501,59021,Rhumalgan SR 75mg capsules (Almus Pharmaceuticals Ltd),Diclofenac sodium,75mg,Modified-release capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
474,79023020,Celecoxib 100mg capsules,Celecoxib,100mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
1755,65859020,Piroxicam 20mg capsules,Piroxicam,20mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
62851,8546020,Voltarol 1.16% Emulgel (Mawdsley-Brooks & Company Ltd),Diclofenac diethylammonium,11.6mg/1gram,Gel,Transdermal,10010100/10030250,Non-steroidal Anti-inflammatory Drugs/Topical Nsaids And Counter Irritants
8969,58038020,Lodine 300mg Capsule (Shire Pharmaceuticals Ltd),Etodolac,300mg,Capsule,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
48218,629021,Dicloflex sr 100mg Tablet (Teva UK Ltd),Diclofenac sodium,100mg,Modified-release tablet,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
20395,85673020,Flamatak MR 75mg tablets (Actavis UK Ltd),Diclofenac sodium,75mg,Modified-release tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
4216,54001020,Brufen 600mg tablets (BGP Products Ltd),Ibuprofen,600mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
26216,74809020,Timpron 500mg Tablet (Berk Pharmaceuticals Ltd),Naproxen,500mg,Tablet,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
55153,46755020,Nurofen Express Soluble 400mg oral powder sachets (Reckitt Benckiser Healthcare (UK) Ltd),Ibuprofen lysine,400mg,Powder,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
26970,68245020,Ibuprofen 100mg/5ml oral suspension sugar free (Teva UK Ltd),Ibuprofen,20mg/1ml,Oral suspension,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
2293,53293020,Voltarol 25mg/ml Injection (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,25mg/1ml,Solution for injection,Intravenous/Intramuscular,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
51237,8539020,Voltarol 1.16% Emulgel (Waymade Healthcare Plc),Diclofenac diethylammonium,11.6mg/1gram,Gel,Transdermal,10010100/10030250,Non-steroidal Anti-inflammatory Drugs/Topical Nsaids And Counter Irritants
1073,64364020,Mefenamic acid 500mg tablets,Mefenamic acid,500mg,Tablet,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
34616,65869020,Piroxicam 0.5% gel (A A H Pharmaceuticals Ltd),Piroxicam,5mg/1gram,Gel,Cutaneous,10010100,Non-steroidal Anti-inflammatory Drugs
33645,53793020,Diclofenac 75mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd),Diclofenac sodium,75mg,Modified-release tablet,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
1984,62457020,Diclofenac sodium 100mg modified-release tablets,Diclofenac Sodium,100mg,Modified Release Tablet,Oral,10010100/10010450,Non-steroidal Anti-inflammatory Drugs/Acute Attacks Of Gout
49266,8183020,Ibuprofen for Children 100mg/5ml oral suspension (Galpharm International Ltd),Ibuprofen,20mg/1ml,Oral suspension,Oral,10010100,Non-steroidal Anti-inflammatory Drugs
