prodcode,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader
6373,79476020,Risperidone 1mg orodispersible tablets sugar free,Risperidone,1mg,Orodispersible tablet,Oral,4020102,Second-generation Antipsychotic Drugs
63598,68228020,Amisulpride 400mg tablets (Zentiva),Amisulpride,400mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
14112,72577020,Clozaril 100mg tablets (Novartis Pharmaceuticals UK Ltd),Clozapine,100mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
21199,88169020,Denzapine 100mg tablets (Britannia Pharmaceuticals Ltd),Clozapine,100mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
1320,53727020,Risperidone 1mg tablets,Risperidone,1mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
59215,46791020,Quetiapine 150mg tablets (Ranbaxy (UK) Ltd),Quetiapine fumarate,150mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
38912,94789020,Quetiapine 200mg modified-release tablets,Quetiapine fumarate,200mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
40932,97205020,Quetiapine 100mg/5ml oral suspension,Quetiapine fumarate,20mg/1ml,Oral suspension,Oral,4020102,Second-generation Antipsychotic Drugs
40586,97145020,Clozapine 50mg tablets,Clozapine,50mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
63255,3443020,Risperidone 1mg tablets (Accord Healthcare Ltd),Risperidone,1mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
63494,21135020,Risperidone 500microgram orodispersible tablets sugar free (A A H Pharmaceuticals Ltd),Risperidone,500microgram,Orodispersible tablet,Oral,4020102,Second-generation Antipsychotic Drugs
35548,92723020,Risperdal Quicklet 3mg orodispersible tablets (Janssen-Cilag Ltd),Risperidone,3mg,Orodispersible Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
46705,94973020,Abilify 9.75mg/1.3ml solution for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,7.5mg/1ml,Solution for injection,Intramuscular,4020102,Second-generation Antipsychotic Drugs
16768,85999020,Solian 50 tablets (Sanofi),Amisulpride,50mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
51178,36328020,Quetiapine 50mg/5ml oral suspension,Quetiapine fumarate,10mg/1ml,Oral suspension,Oral,4020102,Second-generation Antipsychotic Drugs
62943,44298021,Biquelle XL 400mg tablets (Aspire Pharma Ltd),Quetiapine fumarate,400mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
18013,85213020,Seroquel 100mg tablets (AstraZeneca UK Ltd),Quetiapine fumarate,100mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
16575,91143020,Aripiprazole 1mg/ml oral solution,Aripiprazole,1mg/1ml,Oral solution,Oral,4020102,Second-generation Antipsychotic Drugs
57034,40630020,Sondate XL 200mg tablets (Teva UK Ltd),Quetiapine fumarate,200mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
38840,94793020,Quetiapine 400mg modified-release tablets,Quetiapine fumarate,400mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
14859,85212020,Seroquel 25mg tablets (AstraZeneca UK Ltd),Quetiapine fumarate,25mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
65174,41446020,Quetiapine 300mg tablets (A A H Pharmaceuticals Ltd),Quetiapine fumarate,300mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
61575,29521021,Ebesque XL 50mg tablets (DB Ashbourne Ltd),Quetiapine fumarate,50mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
41428,97151020,Denzapine 200mg tablets (Britannia Pharmaceuticals Ltd),Clozapine,200mg,Tablets,Oral,4020102,Second-generation Antipsychotic Drugs
302,49490020,Risperidone 1mg/ml oral solution sugar free,Risperidone,1mg/1ml,Oral solution,Oral,4020102,Second-generation Antipsychotic Drugs
1321,53728020,Risperidone 2mg tablets,Risperidone,2mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
64493,74932020,Risperidone 1mg tablets (A A H Pharmaceuticals Ltd),Risperidone,1mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
11821,88877020,Risperdal Quicklet 500microgram orodispersible tablets (Janssen-Cilag Ltd),Risperidone,500microgram,Orodispersible tablet,Oral,4020102,Second-generation Antipsychotic Drugs
16425,86496020,Risperidone 37.5mg powder and solvent for suspension for injection vials,Risperidone,37.5mg,Powder and solvent for suspension for injection,Intramuscular,4020102,Second-generation Antipsychotic Drugs
44326,98875020,Seroquel XL 150mg tablets (AstraZeneca UK Ltd),Quetiapine fumarate,150mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
51444,13768020,Risperdal Consta 50mg powder and solvent for suspension for injection vials (Waymade Healthcare Plc),Risperidone,50mg,Powder and solvent for suspension for injection,Intramuscular,4020102,Second-generation Antipsychotic Drugs
63359,44294021,Zaluron XL 300mg tablets (Fontus Health Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
64210,31249021,Latuda 74mg tablets (Sunovion Pharmaceuticals Europe Ltd),Lurasidone hydrochloride,74mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
34927,68224020,Amisulpride 200mg tablets (Zentiva),Amisulpride,200mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
58067,33604020,Quetiapine 125mg/5ml oral suspension,,,,,4020102,Second-generation Antipsychotic Drugs
58822,3501020,Risperidone 4mg tablets (Almus Pharmaceuticals Ltd),Risperidone,4mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
44024,98873020,Quetiapine 150mg modified-release tablets,Quetiapine Fumarate,150mg,Modified Release Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
38885,94787020,Quetiapine 50mg modified-release tablets,Quetiapine Fumarate,50mg,Modified Release Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
59548,3450020,Risperidone 2mg tablets (Alliance Healthcare (Distribution) Ltd),Risperidone,2mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
63364,44296021,Zaluron XL 200mg tablets (Fontus Health Ltd),Quetiapine fumarate,200mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
55625,18970020,Amisulpride 50mg/5ml oral suspension,Amisulpride,10mg/1ml,Oral suspension,Oral,4020102,Second-generation Antipsychotic Drugs
51558,35010020,Amisulpride 12.5mg/5ml oral suspension,,,,,4020102,Second-generation Antipsychotic Drugs
42242,97153020,Clozapine 50mg/ml oral suspension sugar free,Clozapine,50mg/ml,Oral Suspension,Oral,4020102,Second-generation Antipsychotic Drugs
56215,36326020,Quetiapine 50mg/5ml oral solution,,,,,4020102,Second-generation Antipsychotic Drugs
16908,78753020,Risperdal Consta 25mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd),Risperidone,25mg,Powder and solvent for suspension for injection,Intramuscular,4020102,Second-generation Antipsychotic Drugs
52940,41200020,Sondate XL 50mg tablets (Teva UK Ltd),,,,,4020102,Second-generation Antipsychotic Drugs
14789,77550020,Risperdal Consta 37.5mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd),Risperidone,37.5mg,Powder and solvent for suspension for injection,Intramuscular,4020102,Second-generation Antipsychotic Drugs
2787,49489020,Risperidone 4mg tablets,Risperidone,4mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
14858,87952020,Abilify 15mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,15mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
51240,36905020,Risperidone 125micrograms/5ml oral solution,Risperidone,25microgram/1ml,Oral solution,Oral,4020102,Second-generation Antipsychotic Drugs
47233,88804020,Zaponex 25mg tablets (Teva UK Ltd),Clozapine,25mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
40587,97149020,Clozapine 200mg tablets,Clozapine,200mg,Tablets,Oral,4020102,Second-generation Antipsychotic Drugs
6482,81945020,Amisulpride 100mg/ml oral solution sugar free,Amisulpride,100mg/1ml,Oral solution,Oral,4020102,Second-generation Antipsychotic Drugs
45444,97155020,Denzapine 50mg/ml oral suspension (Britannia Pharmaceuticals Ltd),Clozapine,50mg/1ml,Oral suspension,Oral,4020102,Second-generation Antipsychotic Drugs
5071,85993020,Amisulpride 200mg tablets,Amisulpride,200mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
47832,74927020,Risperidone 500microgram tablets (A A H Pharmaceuticals Ltd),Risperidone,500microgram,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
2786,49491020,Risperidone 6mg tablets,Risperidone,6mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
62387,31246021,Lurasidone 37mg tablets,Lurasidone hydrochloride,37mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
5040,85207020,Quetiapine 150mg tablets,Quetiapine fumarate,150mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
63797,44746021,Zaluron XL 150mg tablets (Fontus Health Ltd),,,,,4020102,Second-generation Antipsychotic Drugs
46677,74786020,Risperidone 500microgram tablets (Actavis UK Ltd),Risperidone,500microgram,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
16986,81545020,Risperdal Quicklet 1mg orodispersible tablets (Janssen-Cilag Ltd),Risperidone,1mg,Orodispersible tablet,Oral,4020102,Second-generation Antipsychotic Drugs
31576,79348020,Solian 100mg/ml oral solution (Sanofi),Amisulpride,100mg/1ml,Oral solution,Oral,4020102,Second-generation Antipsychotic Drugs
63818,48516021,Mintreleq XL 150mg tablets (CEB Pharma Ltd),,,,,4020102,Second-generation Antipsychotic Drugs
63389,44733021,Zaluron XL 50mg tablets (Fontus Health Ltd),,,,,4020102,Second-generation Antipsychotic Drugs
11938,89950020,Amisulpride 25mg/5ml oral suspension,Amisulpride,5mg/1ml,Oral suspension,Oral,4020102,Second-generation Antipsychotic Drugs
56647,41448020,Quetiapine 300mg tablets (Arrow Generics Ltd),Quetiapine fumarate,300mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
62517,31248021,Lurasidone 74mg tablets,Lurasidone hydrochloride,74mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
29879,87954020,Abilify 30mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,30mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
57612,11075020,Seroquel XL 400mg tablets (Lexon (UK) Ltd),Quetiapine fumarate,400mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
41714,68217020,Amisulpride 50mg tablets (Zentiva),Amisulpride,50mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
63363,44297021,Zaluron XL 400mg tablets (Fontus Health Ltd),Quetiapine fumarate,400mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
63351,44295021,Biquelle XL 200mg tablets (Aspire Pharma Ltd),Quetiapine fumarate,200mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
49696,33610020,Quetiapine 25mg/5ml oral solution,Quetiapine fumarate,5mg/1ml,Oral solution,Oral,4020102,Second-generation Antipsychotic Drugs
62202,69295020,Amisulpride 50mg tablets (A A H Pharmaceuticals Ltd),Amisulpride,50mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
65137,20187021,Risperidone 500microgram tablets (Dexcel-Pharma Ltd),Risperidone,500microgram,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
6573,87946020,Aripiprazole 15mg tablets,Aripiprazole,15mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
41702,68222020,Amisulpride 100mg tablets (Zentiva),Amisulpride,100mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
46764,209021,Quetiapine 12.5mg/5ml oral solution,Quetiapine Fumarate,12.5mg/5ml,Oral Solution,Oral,4020102,Second-generation Antipsychotic Drugs
5262,73799020,Risperdal 1mg/ml oral solution (Janssen-Cilag Ltd),Risperidone,1mg/1ml,Oral solution,Oral,4020102,Second-generation Antipsychotic Drugs
35589,92721020,Risperidone 4mg orodispersible tablets sugar free,Risperidone,4mg,Orodispersible tablet,Oral,4020102,Second-generation Antipsychotic Drugs
38080,91149020,Abilify 1mg/ml oral solution (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,1mg/1ml,Oral solution,Oral,4020102,Second-generation Antipsychotic Drugs
5219,53729020,Risperidone 3mg tablets,Risperidone,3mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
59829,74938020,Risperidone 3mg tablets (A A H Pharmaceuticals Ltd),Risperidone,3mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
58935,15732021,Tenprolide XL 400mg tablets (Actavis UK Ltd),Quetiapine fumarate,400mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
40779,97203020,Quetiapine 100mg/5ml oral solution,Quetiapine fumarate,20mg/1ml,Oral solution,Oral,4020102,Second-generation Antipsychotic Drugs
8046,72580020,Clozapine 25mg tablets,Clozapine,25mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
36954,93747020,Invega 6mg modified-release tablets (Janssen-Cilag Ltd),Paliperidone,6mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
62463,31247021,Latuda 37mg tablets (Sunovion Pharmaceuticals Europe Ltd),Lurasidone hydrochloride,37mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
5039,85204020,Quetiapine 100mg tablets,Quetiapine fumarate,100mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
64639,48124021,Mintreleq XL 300mg tablets (CEB Pharma Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
14813,85216020,Seroquel 150mg tablets (AstraZeneca UK Ltd),Quetiapine fumarate,150mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
58821,41359020,Quetiapine 25mg tablets (Dr Reddy's Laboratories (UK) Ltd),Quetiapine fumarate,25mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
6561,87944020,Aripiprazole 10mg tablets,Aripiprazole,10mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
38913,95787020,Seroquel XL 50mg tablets (AstraZeneca UK Ltd),Quetiapine Fumarate,50mg,Modified Release Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
14767,82616020,Risperdal Consta 50mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd),Risperidone,50mg,Powder and solvent for suspension for injection,Intramuscular,4020102,Second-generation Antipsychotic Drugs
54346,74841020,Risperidone 1mg tablets (Teva UK Ltd),Risperidone,1mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
38375,94971020,Aripiprazole 9.75mg/1.3ml solution for injection vials,Aripiprazole,7.5mg/1ml,Solution for injection,Intramuscular,4020102,Second-generation Antipsychotic Drugs
57613,35377020,Seroquel XL 50mg tablets (Sigma Pharmaceuticals Plc),Quetiapine fumarate,50mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
14344,88666020,Aripiprazole 5mg tablets,Aripiprazole,5mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
16489,65788020,Risperidone 50mg powder and solvent for suspension for injection vials,Risperidone,50mg,Powder and solvent for suspension for injection,Intramuscular,4020102,Second-generation Antipsychotic Drugs
58936,44916020,Tenprolide XL 50mg tablets (Actavis UK Ltd),,,,,4020102,Second-generation Antipsychotic Drugs
35953,92725020,Risperdal Quicklet 4mg orodispersible tablets (Janssen-Cilag Ltd),Risperidone,4mg,Orodispersible tablet,Oral,4020102,Second-generation Antipsychotic Drugs
37606,91145020,Abilify 10mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,10mg,Orodispersible tablet,Oral,4020102,Second-generation Antipsychotic Drugs
54483,40629020,Sondate XL 300mg tablets (Teva UK Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
63049,44732021,Biquelle XL 50mg tablets (Aspire Pharma Ltd),,,,,4020102,Second-generation Antipsychotic Drugs
64484,17111021,Quetiapine 200mg/5ml oral suspension,Quetiapine fumarate,40mg/1ml,Oral suspension,Oral,4020102,Second-generation Antipsychotic Drugs
9659,49438020,Risperdal 2mg tablets (Janssen-Cilag Ltd),Risperidone,2mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
62916,75972020,Risperidone 500microgram orodispersible tablets sugar free (Teva UK Ltd),Risperidone,500microgram,Orodispersible tablet,Oral,4020102,Second-generation Antipsychotic Drugs
45839,99745020,Quetiapine 25mg/5ml oral suspension,Quetiapine fumarate,5mg/1ml,Oral suspension,Oral,4020102,Second-generation Antipsychotic Drugs
63925,48501021,Mintreleq XL 50mg tablets (CEB Pharma Ltd),,,,,4020102,Second-generation Antipsychotic Drugs
6524,80139020,Amisulpride 100mg tablets,Amisulpride,100mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
11828,81543020,Risperidone 2mg orodispersible tablets sugar free,Risperidone,2mg,Orodispersible tablet,Oral,4020102,Second-generation Antipsychotic Drugs
63133,44745021,Biquelle XL 150mg tablets (Aspire Pharma Ltd),Quetiapine fumarate,150mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
38914,95789020,Seroquel XL 200mg tablets (AstraZeneca UK Ltd),Quetiapine fumarate,200mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
49699,10469020,Abilify 5mg tablets (Sigma Pharmaceuticals Plc),Aripiprazole,5mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
30487,88167020,Denzapine 25mg tablets (Britannia Pharmaceuticals Ltd),Clozapine,25mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
26544,80154020,Solian 100 tablets (Sanofi),Amisulpride,100mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
16561,87948020,Aripiprazole 30mg tablets,Aripiprazole,30mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
61747,27359021,Ebesque XL 300mg tablets (DB Ashbourne Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
7382,88875020,Risperidone 500microgram orodispersible tablets sugar free,Risperidone,500microgram,Orodispersible tablet,Oral,4020102,Second-generation Antipsychotic Drugs
46871,447021,Quetiapine 12.5mg/5ml oral suspension,Quetiapine fumarate,2.5mg/1ml,Oral suspension,Oral,4020102,Second-generation Antipsychotic Drugs
61650,21593021,Aripiprazole 400mg powder and solvent for suspension for injection vials,,,,,4020102,Second-generation Antipsychotic Drugs
5927,85994020,Amisulpride 400mg tablets,Amisulpride,400mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
63087,44293021,Biquelle XL 300mg tablets (Aspire Pharma Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
6109,86001020,Solian 400 tablets (Sanofi),Amisulpride,400mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
6864,85215020,Seroquel 200mg tablets (AstraZeneca UK Ltd),Quetiapine fumarate,200mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
64778,46920020,Sondate XL 150mg tablets (Teva UK Ltd),,,,,4020102,Second-generation Antipsychotic Drugs
61746,27361021,Ebesque XL 400mg tablets (DB Ashbourne Ltd),Quetiapine fumarate,400mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
8047,72581020,Clozapine 100mg tablets,Clozapine,100mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
38010,91147020,Abilify 15mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,15mg,Orodispersible tablet,Oral,4020102,Second-generation Antipsychotic Drugs
18132,88668020,Abilify 5mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,5mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
58425,35378020,Seroquel XL 50mg tablets (DE Pharmaceuticals),,,,,4020102,Second-generation Antipsychotic Drugs
46969,69302020,Amisulpride 200mg tablets (A A H Pharmaceuticals Ltd),Amisulpride,200mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
64957,53389021,Risperidone 1mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),Risperidone,1mg/1ml,Oral solution,Oral,4020102,Second-generation Antipsychotic Drugs
38937,95791020,Seroquel XL 300mg tablets (AstraZeneca UK Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
46889,411021,Amisulpride 25mg/5ml oral solution,Amisulpride,5mg/1ml,Oral solution,Oral,4020102,Second-generation Antipsychotic Drugs
55661,3430020,Risperidone 1mg tablets (Kent Pharmaceuticals Ltd),Risperidone,1mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
47302,88806020,Zaponex 100mg tablets (Teva UK Ltd),Clozapine,100mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
37717,93739020,Paliperidone 3mg modified-release tablets,Paliperidone,3mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
62924,31244021,Lurasidone 18.5mg tablets,,,,,4020102,Second-generation Antipsychotic Drugs
57217,75903020,Risperidone 1mg tablets (Mylan Ltd),Risperidone,1mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
24358,87950020,Abilify 10mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,10mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
631,77749020,Risperdal 500microgram tablets (Janssen-Cilag Ltd),Risperidone,500microgram,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
38906,94791020,Quetiapine 300mg modified-release tablets,Quetiapine fumarate,300mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
4876,85992020,Amisulpride 50mg tablets,Amisulpride,50mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
56387,3505020,Risperidone 1mg/ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd),Risperidone,1mg/1ml,Oral solution,Oral,4020102,Second-generation Antipsychotic Drugs
36116,93741020,Paliperidone 6mg modified-release tablets,Paliperidone,6mg,Modified-release tablet,Oral,4020102,Second-generation Antipsychotic Drugs
16006,77501020,Risperdal Quicklet 2mg orodispersible tablets (Janssen-Cilag Ltd),Risperidone,2mg,Orodispersible tablet,Oral,4020102,Second-generation Antipsychotic Drugs
61075,21594021,Abilify Maintena 400mg powder and solvent for suspension for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd),,,,,4020102,Second-generation Antipsychotic Drugs
17958,72576020,Clozaril 25mg tablets (Novartis Pharmaceuticals UK Ltd),Clozapine,25mg,Tablet,Oral,4020102,Second-generation Antipsychotic Drugs
25966,82835020,Serdolect 4mg tablets (Lundbeck Ltd),Sertindole,4mg,Tablet,Oral,4020100,Antipsychotic Drugs
31063,82836020,Serdolect 12mg tablets (Lundbeck Ltd),Sertindole,12mg,Tablet,Oral,4020100,Antipsychotic Drugs
12666,82827020,Sertindole 4mg tablets,Sertindole,4mg,Tablet,Oral,4020100,Antipsychotic Drugs
16998,82828020,Sertindole 12mg tablets,Sertindole,12mg,Tablet,Oral,4020100,Antipsychotic Drugs
23162,82837020,Serdolect 16mg tablets (Lundbeck Ltd),Sertindole,16mg,Tablet,Oral,4020100,Antipsychotic Drugs
17050,82831020,Sertindole 20mg tablets,Sertindole,20mg,Tablet,Oral,4020100,Antipsychotic Drugs
19900,82829020,Sertindole 16mg tablets,Sertindole,16mg,Tablet,Oral,4020100,Antipsychotic Drugs
25336,50781020,Zotepine 50mg tablets,Zotepine,50mg,Tablet,Oral,4020100,Antipsychotic Drugs
