prodcode,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader
737,73827020,Nifedipine 20mg modified-release capsules,Nifedipine,20mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
17666,84422020,Viazem XL 180mg capsules (Thornton & Ross Ltd),Diltiazem hydrochloride,180mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
45759,65091020,Diltiazem HCl 240mg Capsule (PLIVA Pharma Ltd),Diltiazem hydrochloride,240mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
43879,97884020,Vera-Til SR 240mg tablets (Actavis UK Ltd),Verapamil hydrochloride,240mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
19457,84468020,Ranvera MR 240mg tablets (Ranbaxy (UK) Ltd),Verapamil hydrochloride,240mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
7280,65383020,Plendil 10mg modified-release tablets (AstraZeneca UK Ltd),Felodipine,10mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
19013,68693020,Clinium 120mg Tablet (LEO Pharma),Lidoflazine,120mg,Tablet,Oral,2060200,Calcium-channel Blockers
21918,85943020,Optil 60mg modified-release tablets (Opus Pharmaceuticals Ltd),Diltiazem hydrochloride,60mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
452,65052020,Nifedipine 10mg capsules,Nifedipine,10mg,Capsule,Oral,2060200,Calcium-channel Blockers
47285,73272020,Nifedipine xl 60mg Tablet (Hillcross Pharmaceuticals Ltd),Nifedipine,60mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
23733,69392020,Optil sr 90mg Modified-release capsule (Opus Pharmaceuticals Ltd),Diltiazem hydrochloride,90mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
29145,91113020,Felendil xl 2.5mg Modified-release tablet (Ratiopharm UK Ltd),Felodipine,2.5mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
25132,90751020,Nifopress MR 20mg tablets (Teva UK Ltd),Nifedipine,20mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
21763,49566020,Diltiazem 60mg modified-release tablets (A A H Pharmaceuticals Ltd),Diltiazem hydrochloride,60mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
5570,85619020,Zanidip 10mg tablets (Recordati Pharmaceuticals Ltd),Lercanidipine hydrochloride,10mg,Tablet,Oral,2060200,Calcium-channel Blockers
18403,60315020,Diltiazem HCl 180mg Modified-release capsule (Hillcross Pharmaceuticals Ltd),Diltiazem Hydrochloride,180mg,Modified-release Capsule,Oral,2060200,Calcium-channel Blockers
9334,65384020,Plendil 2.5mg modified-release tablets (AstraZeneca UK Ltd),Felodipine,2.5mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
34975,54545020,Nifedipine 5mg capsules (Teva UK Ltd),Nifedipine,5mg,Capsule,Oral,2060200,Calcium-channel Blockers
793,75164020,Adizem xl 240mg Capsule (Napp Pharmaceuticals Ltd),Diltiazem hydrochloride,240mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
4856,73758020,Coracten SR 20mg capsules (UCB Pharma Ltd),Nifedipine,20mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
3931,84204020,Posicor 100mg Tablet (Roche Products Ltd),Mibefradil,100mg,Tablet,Oral,2060200,Calcium-channel Blockers
11943,58763020,Cardene 20mg capsules (Astellas Pharma Ltd),Nicardipine hydrochloride,20mg,Capsule,Oral,2060200,Calcium-channel Blockers
20890,86888020,Zemtard 240 XL capsules (Galen Ltd),Diltiazem hydrochloride,240mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
17640,88252020,Amlostin 5mg tablets (Discovery Pharmaceuticals),Amlodipine,5mg,Tablet,Oral,2060200,Calcium-channel Blockers
56767,77347020,Lercanidipine 20mg tablets (Mylan Ltd),Lercanidipine hydrochloride,20mg,Tablet,Oral,2060200,Calcium-channel Blockers
34475,53802020,Diltiazem HCl 90mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd),Diltiazem hydrochloride,90mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
29044,88260020,Neofel XL 10mg tablets (Kent Pharmaceuticals Ltd),Felodipine,10mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
2605,73828020,Nifedipine 10mg modified-release capsules,Nifedipine,10mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
9374,72559020,Adizem 60mg Modified-release tablet (Napp Pharmaceuticals Ltd),Diltiazem hydrochloride,60mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
35343,92765020,Amlodipine 5mg / Valsartan 160mg tablets,Valsartan/amlodipine Besilate,5mg + 160mg,Tablets,Oral,2060200,Calcium-channel Blockers
61422,2002020,Amlodipine 5mg tablets (Accord Healthcare Ltd),Amlodipine,5mg,Tablet,Oral,2060200,Calcium-channel Blockers
536,62588020,Tildiem la 200mg Modified-release capsule (Sanofi),Diltiazem hydrochloride,200mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
35696,88983020,Kenzem SR 120mg capsules (Kent Pharmaceuticals Ltd),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
32262,49558020,Diltiazem HCl 60mg Tablet (C P Pharmaceuticals Ltd),Diltiazem hydrochloride,60mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
35729,54551020,Verapamil 80mg tablets (Teva UK Ltd),Verapamil hydrochloride,80mg,Tablet,Oral,2060200,Calcium-channel Blockers
48009,68173020,Felodipine 5mg Modified-release tablet (Sandoz Ltd),Felodipine,5mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
59863,1895020,Dilzem XL 240 capsules (Lexon (UK) Ltd),Diltiazem hydrochloride,240mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
53357,20553020,Nifedipine 10mg/5ml oral suspension,Nifedipine,2mg/1ml,Oral suspension,Oral,2060200,Calcium-channel Blockers
13033,86668020,Angitil XL 240 capsules (Chiesi Ltd),Diltiazem hydrochloride,240mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
13251,78368020,Vera-Til SR 240mg tablets (Tillomed Laboratories Ltd),Verapamil hydrochloride,240mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
11973,79934020,Calcicard CR 120mg tablets (Teva UK Ltd),Diltiazem hydrochloride,120mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
59001,68889020,Amlodipine 10mg tablets (Mylan Ltd),Amlodipine,10mg,Tablet,Oral,2060200,Calcium-channel Blockers
59163,47174020,Nifedipine 20mg modified-release tablets (Cubic Pharmaceuticals Ltd),Nifedipine,20mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
64504,2030020,Plendil 5mg modified-release tablets (Necessity Supplies Ltd),Felodipine,5mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
44192,97277020,Zemret 240 XL capsules (Tillomed Laboratories Ltd),Diltiazem hydrochloride,240mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
26759,80908020,Zildil SR 60mg capsules (Chanelle Medical UK Ltd),Diltiazem hydrochloride,60mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
47222,75703020,Verapamil 120mg modified-release tablets (A A H Pharmaceuticals Ltd),Verapamil hydrochloride,120mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
700,84862020,Vera-Til SR 120mg tablets (Tillomed Laboratories Ltd),Verapamil hydrochloride,120mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
25777,86145020,Dilcardia SR 120mg capsules (Mylan Ltd),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
53278,1953020,Adalat LA 30 tablets (Necessity Supplies Ltd),Nifedipine,30mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
9485,50475020,Hypolar Retard 20 tablets (Sandoz Ltd),Nifedipine,20mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
54696,68498020,Amlodipine 10mg tablets (Sandoz Ltd),Amlodipine,10mg,Tablet,Oral,2060200,Calcium-channel Blockers
1300,54944020,Nifensar xl 20mg Modified-release tablet (Rhone-Poulenc Rorer Ltd),Nifedipine,20mg,Modified-release Tablet,Oral,2060200,Calcium-channel Blockers
2592,84421020,Viazem XL 120mg capsules (Thornton & Ross Ltd),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
33471,56374020,Verapamil 40mg tablets (Actavis UK Ltd),Verapamil hydrochloride,40mg,Tablet,Oral,2060200,Calcium-channel Blockers
11769,77698020,Calchan MR 20 tablets (Ranbaxy (UK) Ltd),Nifedipine,20mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
36620,88802020,Parmid XL 10mg tablets (Sandoz Ltd),Felodipine,10mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
9410,79520020,Angitil SR 120 capsules (Chiesi Ltd),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
18830,82004020,Disogram SR 90mg capsules (Ranbaxy (UK) Ltd),Diltiazem hydrochloride,90mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
57859,47164020,Diltiazem 90mg modified-release tablets (Cubic Pharmaceuticals Ltd),Diltiazem hydrochloride,90mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
5326,75621020,Diltiazem 24hr 300mg modified-release capsules,Diltiazem Hydrochloride,300mg,24 Hour Modified Release Capsules,Oral,2060200,Calcium-channel Blockers
14300,90707020,Zanidip 20mg tablets (Recordati Pharmaceuticals Ltd),Lercanidipine hydrochloride,20mg,Tablet,Oral,2060200,Calcium-channel Blockers
4308,74597020,Dilzem sr 90mg Capsule (Elan Pharma),Diltiazem hydrochloride,90mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
13075,87834020,Dilzem XL 180 capsules (Teva UK Ltd),Diltiazem hydrochloride,180mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
17448,84211020,Nifedipress mr 10mg Modified-release tablet (Sterwin Medicines),Nifedipine,10mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
33932,88800020,Parmid XL 5mg tablets (Sandoz Ltd),Felodipine,5mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
8213,75515020,Nifedipine 24 20mg Modified-release tablet,Nifedipine,20mg,Modified-release Tablet,Oral,2060200,Calcium-channel Blockers
21886,85847020,Nifedipress MR 20 tablets (Actavis UK Ltd),Nifedipine,20mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
3370,75264020,Dilzem xl mr 120mg Modified-release capsule (Elan Pharma),Diltiazem Hydrochloride,120mg,Modified-release Capsule,Oral,2060200,Calcium-channel Blockers
49001,11003020,Diltiazem 120mg modified-release tablets (Alliance Healthcare (Distribution) Ltd),Diltiazem hydrochloride,120mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
60884,21738021,Felodipine 2.5mg modified-release tablets (Phoenix Healthcare Distribution Ltd),Felodipine,2.5mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
16328,78409020,Verapress MR 240mg tablets (Dexcel-Pharma Ltd),Verapamil hydrochloride,240mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
27136,60317020,Diltiazem 90mg modified-release tablets (A A H Pharmaceuticals Ltd),Diltiazem hydrochloride,90mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
7562,58764020,Cardene 30mg capsules (Astellas Pharma Ltd),Nicardipine hydrochloride,30mg,Capsule,Oral,2060200,Calcium-channel Blockers
58557,1975020,Adalat LA 20 tablets (Necessity Supplies Ltd),Nifedipine,20mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
8945,68479020,Univer 240mg modified-release capsules (Teva UK Ltd),Verapamil hydrochloride,240mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
6510,68477020,Univer 120mg modified-release capsules (Teva UK Ltd),Verapamil hydrochloride,120mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
27295,70927020,Securon IV 5mg/2ml solution for injection ampoules (BGP Products Ltd),Verapamil hydrochloride,2.5mg/1ml,Solution for injection,Intravenous,2060200,Calcium-channel Blockers
41979,85923020,Adipine la 30mg Modified-release tablet (Chiesi Ltd),Nifedipine,30mg,Modified-release Tablet,Oral,2060200,Calcium-channel Blockers
5158,74744020,Lacidipine 2mg tablets,Lacidipine,2mg,Tablet,Oral,2060200,Calcium-channel Blockers
42912,54546020,Nifedipine 10mg capsules (Teva UK Ltd),Nifedipine,10mg,Capsule,Oral,2060200,Calcium-channel Blockers
60415,1891020,Dilzem XL 180 capsules (Sigma Pharmaceuticals Plc),Diltiazem hydrochloride,180mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
48282,1882020,Diltiazem 90mg modified-release capsules (A A H Pharmaceuticals Ltd),Diltiazem hydrochloride,90mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
14861,77697020,Calchan MR 10 tablets (Ranbaxy (UK) Ltd),Nifedipine,10mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
43818,98791020,Adalat LA 60 tablets (Bayer Plc),Nifedipine,60mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
22241,84495020,Mibefradil 100mg Tablet,Mibefradil,100mg,Tablet,Oral,2060200,Calcium-channel Blockers
34607,54160020,Nifedipine 5mg capsules (IVAX Pharmaceuticals UK Ltd),Nifedipine,5mg,Capsule,Oral,2060200,Calcium-channel Blockers
47529,98903020,Nifedipine 20mg/ml oral drops,Nifedipine,20mg/1ml,Oral drops,Oral,2060200,Calcium-channel Blockers
63515,70042020,Amlodipine 10mg tablets (Dr Reddy's Laboratories (UK) Ltd),Amlodipine,10mg,Tablet,Oral,2060200,Calcium-channel Blockers
59264,872020,Securon SR 240mg tablets (DE Pharmaceuticals),Verapamil hydrochloride,240mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
43753,98789020,Adalat LA 30 tablets (Bayer Plc),Nifedipine,30mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
38831,95539020,Adizem-SR 180mg capsules (Napp Pharmaceuticals Ltd),Diltiazem hydrochloride,180mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
39914,67735020,Amlodipine 5mg tablets (Teva UK Ltd),Amlodipine,5mg,Tablet,Oral,2060200,Calcium-channel Blockers
35189,92767020,Amlodipine 10mg / Valsartan 160mg tablets,Valsartan/amlodipine Besilate,10mg + 160mg,Tablets,Oral,2060200,Calcium-channel Blockers
749,88863020,Amlodipine 5mg tablets,Amlodipine,5mg,Tablet,Oral,2060200,Calcium-channel Blockers
35646,91231020,Neozipine XL 60mg tablets (Kent Pharmaceuticals Ltd),Nifedipine,60mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
1995,57177020,Diltiazem 12hr 120mg modified-release capsules,Diltiazem Hydrochloride,120mg,12 Hour Modified Release Capsules,Oral,2060200,Calcium-channel Blockers
18852,86924020,Disogram SR 120mg capsules (Ranbaxy (UK) Ltd),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
27401,88981020,Kenzem SR 90mg capsules (Kent Pharmaceuticals Ltd),Diltiazem hydrochloride,90mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
12104,53065020,Cordilox 160mg tablets (IVAX Pharmaceuticals UK Ltd),Verapamil hydrochloride,160mg,Tablet,Oral,2060200,Calcium-channel Blockers
62207,21725021,Adizem-SR 120mg capsules (Waymade Healthcare Plc),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
9573,54677020,Slofedipine XL 30mg tablets (Zentiva),Nifedipine,30mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
22142,70808020,Calcilat 10mg Capsule (Eastern Pharmaceuticals Ltd),Nifedipine,10mg,Capsule,Oral,2060200,Calcium-channel Blockers
11770,87826020,Dilzem SR 60 capsules (Teva UK Ltd),Diltiazem hydrochloride,60mg,Modified-release capsule,Oral,2060200,Calcium-channel Blockers
43511,49117020,Nifedipine 10mg capsules (A A H Pharmaceuticals Ltd),Nifedipine,10mg,Capsule,Oral,2060200,Calcium-channel Blockers
491,52181020,Felodipine 2.5mg modified-release tablets,Felodipine,2.5mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
3057,58377020,Securon 120mg tablets (Abbott Laboratories Ltd),Verapamil hydrochloride,120mg,Tablet,Oral,2060200,Calcium-channel Blockers
26267,69393020,Optil sr 120mg Modified-release capsule (Opus Pharmaceuticals Ltd),Diltiazem Hydrochloride,120mg,Modified-release Capsule,Oral,2060200,Calcium-channel Blockers
34101,61468020,Nifedipine mr 20mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd),Nifedipine,20mg,Modified-release Tablet,Oral,2060200,Calcium-channel Blockers
41693,60641020,Verapamil 120mg tablets (Mylan Ltd),Verapamil hydrochloride,120mg,Tablet,Oral,2060200,Calcium-channel Blockers
5593,79553020,Lercanidipine 10mg tablets,Lercanidipine hydrochloride,10mg,Tablet,Oral,2060200,Calcium-channel Blockers
34824,53803020,Diltiazem HCl 120mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd),Diltiazem hydrochloride,120mg,Modified-release tablet,Oral,2060200,Calcium-channel Blockers
1118,65395020,Verapamil 40mg tablets,Verapamil hydrochloride,40mg,Tablet,Oral,2060200,Calcium-channel Blockers
